股票代码,股票名称,交易所,板块,上市时间,最新价
300986,志特新材,深圳交易所,创业板,20210430,13.11
300665,飞鹿股份,深圳交易所,创业板,20170613,7.59
002148,北纬科技,深圳交易所,主板,20070810,6.9
002579,中京电子,深圳交易所,主板,20110506,7.94
301348,蓝箭电子,深圳交易所,创业板,20230810,22.79
301550,斯菱股份,深圳交易所,创业板,20230915,114.0
300407,凯发电气,深圳交易所,创业板,20141203,10.04
688670,金迪克,上海交易所,科创板,20210802,13.16
688698,伟创电气,上海交易所,科创板,20201229,47.1
301172,君逸数码,深圳交易所,创业板,20230726,27.71
300183,东软载波,深圳交易所,创业板,20110222,16.28
301232,飞沃科技,深圳交易所,创业板,20230615,28.42
600160,巨化股份,上海交易所,主板,19980626,26.36
003007,直真科技,深圳交易所,主板,20200923,29.15
301087,可孚医疗,深圳交易所,创业板,20211025,34.01
605358,立昂微,上海交易所,主板,20200911,23.61
002777,久远银海,深圳交易所,主板,20151231,17.75
600845,宝信软件,上海交易所,主板,19940311,25.78
605122,四方新材,上海交易所,主板,20210310,11.85
002444,巨星科技,深圳交易所,主板,20100713,24.4
603217,元利科技,上海交易所,主板,20190620,17.43
002117,东港股份,深圳交易所,主板,20070302,10.81
603090,宏盛股份,上海交易所,主板,20160831,23.39
000953,河化股份,深圳交易所,主板,19991202,8.03
688717,艾罗能源,上海交易所,科创板,20240103,54.12
000788,北大医药,深圳交易所,主板,19970616,5.94
688189,南新制药,上海交易所,科创板,20200326,6.99
300840,酷特智能,深圳交易所,创业板,20200708,21.67
300223,北京君正,深圳交易所,创业板,20110531,65.4
300219,鸿利智汇,深圳交易所,创业板,20110518,6.3
920116,星图测控,北京交易所,北交所,20250102,68.0
002238,天威视讯,深圳交易所,主板,20080526,8.77
300043,星辉娱乐,深圳交易所,创业板,20100120,3.86
835640,富士达,北京交易所,北交所,20200727,28.44
300786,国林科技,深圳交易所,创业板,20190723,14.4
301067,显盈科技,深圳交易所,创业板,20210922,30.57
688193,仁度生物,上海交易所,科创板,20220330,39.45
688291,金橙子,上海交易所,科创板,20221026,22.9
000812,陕西金叶,深圳交易所,主板,19980623,4.58
688049,炬芯科技,上海交易所,科创板,20211129,47.94
301275,汉朔科技,深圳交易所,创业板,20250311,55.0
002923,润都股份,深圳交易所,主板,20180105,12.71
836871,派特尔,北京交易所,北交所,20220722,15.54
301289,国缆检测,深圳交易所,创业板,20220622,53.35
301192,泰祥股份,深圳交易所,创业板,20220811,19.8
688638,誉辰智能,上海交易所,科创板,20230712,31.12
603206,嘉环科技,上海交易所,主板,20220506,16.63
838670,恒进感应,北京交易所,北交所,20220705,19.12
300543,朗科智能,深圳交易所,创业板,20160908,10.27
688376,美埃科技,上海交易所,科创板,20221118,35.79
300642,透景生命,深圳交易所,创业板,20170421,14.19
870726,鸿智科技,北京交易所,北交所,20230808,18.81
300205,*ST天喻,深圳交易所,创业板,20110421,4.26
002815,崇达技术,深圳交易所,主板,20161012,10.3
300977,深圳瑞捷,深圳交易所,创业板,20210420,17.06
873339,恒太照明,北京交易所,北交所,20221117,11.73
688593,新相微,上海交易所,科创板,20230601,16.0
300891,惠云钛业,深圳交易所,创业板,20200917,9.25
002564,天沃科技,深圳交易所,主板,20110310,5.7
688172,燕东微,上海交易所,科创板,20221216,19.24
300936,中英科技,深圳交易所,创业板,20210126,36.35
605488,福莱新材,上海交易所,主板,20210513,48.15
000980,众泰汽车,深圳交易所,主板,20000616,2.14
872374,云里物里,北京交易所,北交所,20221129,31.04
301626,苏州天脉,深圳交易所,创业板,20241024,71.39
603207,小方制药,上海交易所,主板,20240826,29.28
688226,威腾电气,上海交易所,科创板,20210707,27.86
300994,久祺股份,深圳交易所,创业板,20210812,16.44
688251,井松智能,上海交易所,科创板,20220606,23.59
600815,厦工股份,上海交易所,主板,19940128,2.86
002185,华天科技,深圳交易所,主板,20071120,8.94
002600,领益智造,深圳交易所,主板,20110715,8.23
300463,迈克生物,深圳交易所,创业板,20150528,11.81
002354,天娱数科,深圳交易所,主板,20100209,6.45
301168,通灵股份,深圳交易所,创业板,20211210,33.69
688676,金盘科技,上海交易所,科创板,20210309,31.55
603637,镇海股份,上海交易所,主板,20170208,10.4
920489,佳先股份,北京交易所,北交所,20200727,25.11
300162,雷曼光电,深圳交易所,创业板,20110113,6.82
300570,太辰光,深圳交易所,创业板,20161206,70.0
300112,万讯自控,深圳交易所,创业板,20100827,8.62
000571,新大洲A,深圳交易所,主板,19940525,4.67
920060,万源通,北京交易所,北交所,20241119,29.82
002241,歌尔股份,深圳交易所,主板,20080522,21.56
920008,成电光信,北京交易所,北交所,20240829,39.89
300009,安科生物,深圳交易所,创业板,20091030,8.99
301566,达利凯普,深圳交易所,创业板,20231229,16.56
688520,神州细胞,上海交易所,科创板,20200622,39.97
600797,浙大网新,上海交易所,主板,19970418,9.73
001236,弘业期货,深圳交易所,主板,20220805,9.37
834950,迅安科技,北京交易所,北交所,20230111,19.11
300342,天银机电,深圳交易所,创业板,20120726,15.87
605177,东亚药业,上海交易所,主板,20201125,18.04
688232,新点软件,上海交易所,科创板,20211117,31.05
600820,隧道股份,上海交易所,主板,19940128,6.14
000988,华工科技,深圳交易所,主板,20000608,42.99
300800,力合科技,深圳交易所,创业板,20191106,10.48
002889,东方嘉盛,深圳交易所,主板,20170731,20.6
002413,雷科防务,深圳交易所,主板,20100528,5.06
688123,聚辰股份,上海交易所,科创板,20191223,72.71
837663,明阳科技,北京交易所,北交所,20230315,27.14
301195,北路智控,深圳交易所,创业板,20220801,39.45
603615,茶花股份,上海交易所,主板,20170213,21.0
300206,理邦仪器,深圳交易所,创业板,20110421,11.59
838227,美登科技,北京交易所,北交所,20221228,60.15
601828,美凯龙,上海交易所,主板,20180117,2.9
920098,科隆新材,北京交易所,北交所,20241205,31.58
600203,福日电子,上海交易所,主板,19990514,9.44
300346,南大光电,深圳交易所,创业板,20120807,31.61
835185,贝特瑞,北京交易所,北交所,20200727,22.9
600734,实达集团,上海交易所,主板,19960808,4.0
603099,长白山,上海交易所,主板,20140822,33.11
600486,扬农化工,上海交易所,主板,20020425,56.1
301185,鸥玛软件,深圳交易所,创业板,20211119,18.95
301306,西测测试,深圳交易所,创业板,20220726,36.82
301372,科净源,深圳交易所,创业板,20230811,21.51
605305,XD中际联,上海交易所,主板,20210506,25.89
688120,华海清科,上海交易所,科创板,20220608,152.12
300269,联建光电,深圳交易所,创业板,20111012,4.02
003043,华亚智能,深圳交易所,主板,20210406,53.0
688198,XD佰仁医,上海交易所,科创板,20191209,107.83
300873,海晨股份,深圳交易所,创业板,20200824,21.21
601567,三星医疗,上海交易所,主板,20110615,22.7
871642,通易航天,北京交易所,北交所,20210816,18.32
600513,联环药业,上海交易所,主板,20030319,9.53
300122,智飞生物,深圳交易所,创业板,20100928,19.43
002676,顺威股份,深圳交易所,主板,20120525,5.87
605162,新中港,上海交易所,主板,20210707,7.71
688671,碧兴物联,上海交易所,科创板,20230809,19.83
300556,丝路视觉,深圳交易所,创业板,20161104,19.1
002467,二六三,深圳交易所,主板,20100908,5.51
002368,太极股份,深圳交易所,主板,20100312,23.88
002384,东山精密,深圳交易所,主板,20100409,28.7
000567,海德股份,深圳交易所,主板,19940525,5.52
688153,唯捷创芯,上海交易所,科创板,20220412,30.55
002608,江苏国信,深圳交易所,主板,20110810,7.73
300410,正业科技,深圳交易所,创业板,20141231,5.89
002837,英维克,深圳交易所,主板,20161229,32.4
603128,华贸物流,上海交易所,主板,20120529,6.63
300115,长盈精密,深圳交易所,创业板,20100902,20.63
002367,康力电梯,深圳交易所,主板,20100312,7.0
000021,深科技,深圳交易所,主板,19940202,17.71
002938,鹏鼎控股,深圳交易所,主板,20180918,28.42
002272,川润股份,深圳交易所,主板,20080919,10.34
600184,光电股份,上海交易所,主板,20031106,14.04
300378,鼎捷数智,深圳交易所,创业板,20140127,34.39
301458,钧崴电子,深圳交易所,创业板,20250110,30.74
300939,秋田微,深圳交易所,创业板,20210128,28.16
839729,永顺生物,北京交易所,北交所,20200727,9.65
600563,法拉电子,上海交易所,主板,20021210,104.32
000010,美丽生态,深圳交易所,主板,19951027,2.97
300345,华民股份,深圳交易所,创业板,20120801,9.29
001336,楚环科技,深圳交易所,主板,20220725,21.19
603078,江化微,上海交易所,主板,20170410,18.22
300513,恒实科技,深圳交易所,创业板,20160530,7.81
835892,中科美菱,北京交易所,北交所,20221018,20.83
301302,华如科技,深圳交易所,创业板,20220623,23.81
688535,华海诚科,上海交易所,科创板,20230404,69.98
002128,电投能源,深圳交易所,主板,20070418,19.73
873152,天宏锂电,北京交易所,北交所,20230119,17.51
600501,航天晨光,上海交易所,主板,20010615,20.5
002712,思美传媒,深圳交易所,主板,20140123,5.6
833751,惠同新材,北京交易所,北交所,20230717,18.32
000517,荣安地产,深圳交易所,主板,19930806,1.87
834062,科润智控,北京交易所,北交所,20220713,10.85
871478,巨能股份,北京交易所,北交所,20230512,28.81
688557,兰剑智能,上海交易所,科创板,20201202,31.44
300228,富瑞特装,深圳交易所,创业板,20110608,7.49
300150,世纪瑞尔,深圳交易所,创业板,20101222,4.87
002085,万丰奥威,深圳交易所,主板,20061128,16.12
300965,恒宇信通,深圳交易所,创业板,20210402,40.89
688599,天合光能,上海交易所,科创板,20200610,13.51
300241,瑞丰光电,深圳交易所,创业板,20110712,5.26
300797,钢研纳克,深圳交易所,创业板,20191101,14.28
002947,恒铭达,深圳交易所,主板,20190201,31.58
000863,三湘印象,深圳交易所,主板,19970925,3.76
600444,国机通用,上海交易所,主板,20040219,16.55
688550,瑞联新材,上海交易所,科创板,20200902,44.8
300413,芒果超媒,深圳交易所,创业板,20150121,22.6
000951,中国重汽,深圳交易所,主板,19991125,18.46
301201,诚达药业,深圳交易所,创业板,20220120,22.61
603222,济民健康,上海交易所,主板,20150217,6.03
300296,利亚德,深圳交易所,创业板,20120315,6.03
300184,力源信息,深圳交易所,创业板,20110222,9.8
873690,XD捷众科,北京交易所,北交所,20240105,24.53
605398,新炬网络,上海交易所,主板,20210121,28.37
001309,德明利,深圳交易所,主板,20220701,109.7
600545,卓郎智能,上海交易所,主板,20031203,2.27
301166,优宁维,深圳交易所,创业板,20211228,29.55
300838,浙江力诺,深圳交易所,创业板,20200608,14.4
600664,哈药股份,上海交易所,主板,19930629,3.79
600318,新力金融,上海交易所,主板,20001208,8.72
688003,天准科技,上海交易所,科创板,20190722,52.72
603386,骏亚科技,上海交易所,主板,20170912,11.0
300563,神宇股份,深圳交易所,创业板,20161114,34.9
300327,中颖电子,深圳交易所,创业板,20120613,21.25
688758,赛分科技,上海交易所,科创板,20250110,16.33
430425,乐创技术,北京交易所,北交所,20230130,32.66
603266,天龙股份,上海交易所,主板,20170110,18.61
600830,XD香溢融,上海交易所,主板,19940224,8.74
600819,耀皮玻璃,上海交易所,主板,19940128,5.7
300480,光力科技,深圳交易所,创业板,20150702,13.3
002037,保利联合,深圳交易所,主板,20040908,8.74
300238,冠昊生物,深圳交易所,创业板,20110706,14.07
300134,大富科技,深圳交易所,创业板,20101026,11.79
001228,永泰运,深圳交易所,主板,20220429,23.59
300170,汉得信息,深圳交易所,创业板,20110201,17.51
603296,华勤技术,上海交易所,主板,20230808,68.18
688343,云天励飞-U,上海交易所,科创板,20230404,49.15
002338,奥普光电,深圳交易所,主板,20100115,43.44
688531,日联科技,上海交易所,科创板,20230331,68.6
000938,紫光股份,深圳交易所,主板,19991104,24.4
300668,杰恩设计,深圳交易所,创业板,20170619,17.92
300633,开立医疗,深圳交易所,创业板,20170406,32.41
605286,同力日升,上海交易所,主板,20210322,37.0
688246,嘉和美康,上海交易所,科创板,20211214,29.03
872190,雷神科技,北京交易所,北交所,20221223,37.85
920118,太湖远大,北京交易所,北交所,20240822,28.3
688148,芳源股份,上海交易所,科创板,20210806,4.59
603329,上海雅仕,上海交易所,主板,20171229,14.92
301369,联动科技,深圳交易所,创业板,20220922,49.02
688468,科美诊断,上海交易所,科创板,20210409,7.28
002660,茂硕电源,深圳交易所,主板,20120316,9.2
301337,亚华电子,深圳交易所,创业板,20230526,28.77
605180,华生科技,上海交易所,主板,20210430,14.22
831726,朱老六,北京交易所,北交所,20210527,22.68
300171,东富龙,深圳交易所,创业板,20110201,11.92
832110,雷特科技,北京交易所,北交所,20221206,38.84
834033,康普化学,北京交易所,北交所,20221221,20.0
838701,豪声电子,北京交易所,北交所,20230719,28.08
688278,特宝生物,上海交易所,科创板,20200117,80.86
300213,佳讯飞鸿,深圳交易所,创业板,20110505,8.09
836221,易实精密,北京交易所,北交所,20230608,21.59
688022,瀚川智能,上海交易所,科创板,20190722,13.5
688099,晶晨股份,上海交易所,科创板,20190808,67.7
603863,松炀资源,上海交易所,主板,20190621,13.54
000029,深深房Ａ,深圳交易所,主板,19930915,18.19
688609,九联科技,上海交易所,科创板,20210323,10.46
301231,荣信文化,深圳交易所,创业板,20220908,22.89
600653,申华控股,上海交易所,主板,19901219,1.94
603232,格尔软件,上海交易所,主板,20170421,14.75
300475,香农芯创,深圳交易所,创业板,20150610,28.73
688584,上海合晶,上海交易所,科创板,20240208,17.48
688408,中信博,上海交易所,科创板,20200828,42.73
301262,海看股份,深圳交易所,创业板,20230620,23.31
002627,三峡旅游,深圳交易所,主板,20111103,5.44
688097,博众精工,上海交易所,科创板,20210512,25.27
300080,易成新能,深圳交易所,创业板,20100625,3.89
000800,一汽解放,深圳交易所,主板,19970618,7.41
836826,盖世食品,北京交易所,北交所,20210112,13.66
301533,威马农机,深圳交易所,创业板,20230818,33.96
605589,圣泉集团,上海交易所,主板,20210810,26.55
300298,三诺生物,深圳交易所,创业板,20120319,21.48
300419,ST浩丰,深圳交易所,创业板,20150122,5.47
603950,长源东谷,上海交易所,主板,20200526,23.84
301301,川宁生物,深圳交易所,创业板,20221227,12.9
000158,常山北明,深圳交易所,主板,20000724,22.7
300701,森霸传感,深圳交易所,创业板,20170915,9.79
301010,晶雪节能,深圳交易所,创业板,20210618,16.45
600843,上工申贝,上海交易所,主板,19940311,11.37
300054,鼎龙股份,深圳交易所,创业板,20100211,28.23
300304,云意电气,深圳交易所,创业板,20120321,7.85
301398,星源卓镁,深圳交易所,创业板,20221215,34.94
002628,成都路桥,深圳交易所,主板,20111103,4.32
002380,科远智慧,深圳交易所,主板,20100331,23.97
002823,凯中精密,深圳交易所,主板,20161124,13.76
688439,振华风光,上海交易所,科创板,20220826,53.1
300003,乐普医疗,深圳交易所,创业板,20091030,11.41
300711,广哈通信,深圳交易所,创业板,20171101,21.27
300555,ST路通,深圳交易所,创业板,20161018,11.43
603676,卫信康,上海交易所,主板,20170721,11.04
688702,盛科通信-U,上海交易所,科创板,20230914,59.2
688038,中科通达,上海交易所,科创板,20210713,15.8
301086,鸿富瀚,深圳交易所,创业板,20211020,43.87
430556,雅达股份,北京交易所,北交所,20230317,11.07
830964,润农节水,北京交易所,北交所,20200727,8.7
688708,佳驰科技,上海交易所,科创板,20241205,56.99
688622,禾信仪器,上海交易所,科创板,20210913,81.93
301097,天益医疗,深圳交易所,创业板,20220407,38.4
688381,帝奥微,上海交易所,科创板,20220823,21.4
872931,无锡鼎邦,北京交易所,北交所,20240408,17.84
301267,华厦眼科,深圳交易所,创业板,20221107,19.03
300381,溢多利,深圳交易所,创业板,20140128,7.93
300233,金城医药,深圳交易所,创业板,20110622,15.86
603283,赛腾股份,上海交易所,主板,20171225,42.03
605258,协和电子,上海交易所,主板,20201203,28.55
002219,新里程,深圳交易所,主板,20080306,2.38
603998,方盛制药,上海交易所,主板,20141205,9.92
688355,明志科技,上海交易所,科创板,20210512,17.07
002634,棒杰股份,深圳交易所,主板,20111205,3.97
002278,神开股份,深圳交易所,主板,20090811,9.14
301107,瑜欣电子,深圳交易所,创业板,20220524,36.19
300803,指南针,深圳交易所,创业板,20191118,58.86
300518,新迅达,深圳交易所,创业板,20160624,12.34
688249,晶合集成,上海交易所,科创板,20230505,20.7
600745,闻泰科技,上海交易所,主板,19960828,34.64
600079,人福医药,上海交易所,主板,19970606,22.31
002156,通富微电,深圳交易所,主板,20070816,23.91
300583,赛托生物,深圳交易所,创业板,20170106,17.95
688362,甬矽电子,上海交易所,科创板,20221116,26.33
002230,科大讯飞,深圳交易所,主板,20080512,46.68
300020,ST银江,深圳交易所,创业板,20091030,3.99
000688,国城矿业,深圳交易所,主板,19970120,12.37
300086,康芝药业,深圳交易所,创业板,20100526,5.19
000931,中 关 村,深圳交易所,主板,19990712,5.19
002422,科伦药业,深圳交易所,主板,20100603,37.95
002993,奥海科技,深圳交易所,主板,20200817,37.17
300303,聚飞光电,深圳交易所,创业板,20120319,6.0
300057,万顺新材,深圳交易所,创业板,20100226,4.8
000809,和展能源,深圳交易所,主板,19980616,3.2
000727,冠捷科技,深圳交易所,主板,19970520,2.4
601058,赛轮轮胎,上海交易所,主板,20110630,12.81
300828,锐新科技,深圳交易所,创业板,20200421,15.24
688651,盛邦安全,上海交易所,科创板,20230726,34.1
300364,中文在线,深圳交易所,创业板,20150121,20.88
688360,德马科技,上海交易所,科创板,20200602,28.11
300903,科翔股份,深圳交易所,创业板,20201105,8.04
002484,江海股份,深圳交易所,主板,20100929,18.91
300887,谱尼测试,深圳交易所,创业板,20200916,7.26
002855,捷荣技术,深圳交易所,主板,20170321,17.35
871753,天纺标,北京交易所,北交所,20221031,29.09
301363,美好医疗,深圳交易所,创业板,20221012,23.84
600850,电科数字,上海交易所,主板,19940324,23.44
002079,苏州固锝,深圳交易所,主板,20061116,9.7
603538,美诺华,上海交易所,主板,20170407,15.36
002636,金安国纪,深圳交易所,主板,20111125,8.49
000768,中航西飞,深圳交易所,主板,19970626,25.08
301061,匠心家居,深圳交易所,创业板,20210913,60.7
002030,达安基因,深圳交易所,主板,20040809,6.07
688652,京仪装备,上海交易所,科创板,20231129,55.06
600651,飞乐音响,上海交易所,主板,19901219,4.05
301519,舜禹股份,深圳交易所,创业板,20230727,13.37
688518,联赢激光,上海交易所,科创板,20200622,16.26
835368,连城数控,北京交易所,北交所,20200727,28.46
002172,澳洋健康,深圳交易所,主板,20070921,3.66
300182,捷成股份,深圳交易所,创业板,20110222,5.29
002334,英威腾,深圳交易所,主板,20100113,7.74
300267,尔康制药,深圳交易所,创业板,20110927,3.26
002587,奥拓电子,深圳交易所,主板,20110610,6.12
002962,五方光电,深圳交易所,主板,20190917,14.29
835985,海泰新能,北京交易所,北交所,20220808,10.22
300978,东箭科技,深圳交易所,创业板,20210426,10.63
301526,国际复材,深圳交易所,创业板,20231226,3.68
002613,北玻股份,深圳交易所,主板,20110830,3.68
002307,北新路桥,深圳交易所,主板,20091111,4.09
300308,中际旭创,深圳交易所,创业板,20120410,94.94
300283,温州宏丰,深圳交易所,创业板,20120110,5.73
002465,海格通信,深圳交易所,主板,20100831,12.69
301051,信濠光电,深圳交易所,创业板,20210827,21.72
001282,三联锻造,深圳交易所,主板,20230524,27.87
830974,凯大催化,北京交易所,北交所,20230308,8.61
600107,ST尔雅,上海交易所,主板,19971106,4.1
002181,粤 传 媒,深圳交易所,主板,20071116,5.74
300597,吉大通信,深圳交易所,创业板,20170123,9.03
300561,*ST汇科,深圳交易所,创业板,20161117,13.96
688338,赛科希德,上海交易所,科创板,20200806,24.23
688603,天承科技,上海交易所,科创板,20230710,61.7
603220,中贝通信,上海交易所,主板,20181115,21.83
300439,美康生物,深圳交易所,创业板,20150422,10.3
600455,博通股份,上海交易所,主板,20040329,25.96
301083,百胜智能,深圳交易所,创业板,20211021,15.26
002879,长缆科技,深圳交易所,主板,20170707,15.68
603679,华体科技,上海交易所,主板,20170621,13.21
605186,健麾信息,上海交易所,主板,20201222,20.24
688333,铂力特,上海交易所,科创板,20190722,59.92
601579,会稽山,上海交易所,主板,20140825,26.45
000892,欢瑞世纪,深圳交易所,主板,19990115,3.72
300417,南华仪器,深圳交易所,创业板,20150123,11.99
002063,远光软件,深圳交易所,主板,20060823,5.79
002400,省广集团,深圳交易所,主板,20100506,7.45
603068,博通集成,上海交易所,主板,20190415,32.29
603330,天洋新材,上海交易所,主板,20170213,6.63
601279,英利汽车,上海交易所,主板,20210415,3.73
002841,视源股份,深圳交易所,主板,20170119,33.57
300215,电科院,深圳交易所,创业板,20110511,5.39
002178,延华智能,深圳交易所,主板,20071101,6.22
688512,慧智微-U,上海交易所,科创板,20230516,10.37
000503,国新健康,深圳交易所,主板,19921130,10.37
834058,XD华洋赛,北京交易所,北交所,20230810,34.85
300343,ST联创,深圳交易所,创业板,20120801,4.15
300131,英唐智控,深圳交易所,创业板,20101019,7.06
300811,铂科新材,深圳交易所,创业板,20191230,41.13
600196,复星医药,上海交易所,主板,19980807,24.11
872925,锦好医疗,北京交易所,北交所,20211025,15.39
603987,康德莱,上海交易所,主板,20161121,7.49
603131,上海沪工,上海交易所,主板,20160607,17.09
688486,龙迅股份,上海交易所,科创板,20230221,63.86
600345,长江通信,上海交易所,主板,20001222,23.8
300670,大烨智能,深圳交易所,创业板,20170703,6.27
301237,和顺科技,深圳交易所,创业板,20220323,25.5
002171,楚江新材,深圳交易所,主板,20070921,8.78
688692,达梦数据,上海交易所,科创板,20240612,214.1
002261,拓维信息,深圳交易所,主板,20080723,30.11
002273,水晶光电,深圳交易所,主板,20080919,18.83
600671,天目药业,上海交易所,主板,19930823,12.56
300702,天宇股份,深圳交易所,创业板,20170919,22.19
920445,龙竹科技,北京交易所,北交所,20200727,10.47
603042,华脉科技,上海交易所,主板,20170602,14.24
300305,裕兴股份,深圳交易所,创业板,20120329,5.87
301429,森泰股份,深圳交易所,创业板,20230417,18.03
300453,三鑫医疗,深圳交易所,创业板,20150515,8.39
688466,金科环境,上海交易所,科创板,20200508,17.2
688179,阿拉丁,上海交易所,科创板,20201026,15.11
601777,千里科技,上海交易所,主板,20101125,8.4
002184,海得控制,深圳交易所,主板,20071116,12.18
000993,闽东电力,深圳交易所,主板,20000731,10.08
000969,安泰科技,深圳交易所,主板,20000529,13.46
301126,达嘉维康,深圳交易所,创业板,20211207,10.94
000955,欣龙控股,深圳交易所,主板,19991209,4.63
605336,帅丰电器,上海交易所,主板,20201019,21.05
301565,中仑新材,深圳交易所,创业板,20240620,21.05
300176,鸿特科技,深圳交易所,创业板,20110215,6.74
002782,可立克,深圳交易所,主板,20151222,12.22
688098,申联生物,上海交易所,科创板,20191028,5.9
836699,海达尔,北京交易所,北交所,20230509,48.47
837174,宏裕包材,北京交易所,北交所,20230818,17.29
300747,锐科激光,深圳交易所,创业板,20180625,20.26
002603,以岭药业,深圳交易所,主板,20110728,14.78
603786,科博达,上海交易所,主板,20191015,54.9
603328,依顿电子,上海交易所,主板,20140701,8.87
300686,智动力,深圳交易所,创业板,20170804,8.87
300959,线上线下,深圳交易所,创业板,20210322,40.15
688390,固德威,上海交易所,科创板,20200904,39.31
301191,菲菱科思,深圳交易所,创业板,20220526,77.36
603018,华设集团,上海交易所,主板,20141013,7.61
603137,恒尚节能,上海交易所,主板,20230419,13.54
000032,深桑达Ａ,深圳交易所,主板,19931028,19.89
600265,ST景谷,上海交易所,主板,20000825,16.93
688530,欧莱新材,上海交易所,科创板,20240509,15.24
300358,楚天科技,深圳交易所,创业板,20140121,7.62
688316,青云科技-U,上海交易所,科创板,20210316,51.66
688125,安达智能,上海交易所,科创板,20220415,34.3
301227,森鹰窗业,深圳交易所,创业板,20220926,18.21
002332,仙琚制药,深圳交易所,主板,20100112,9.32
002913,奥士康,深圳交易所,主板,20171201,25.42
600499,科达制造,上海交易所,主板,20021010,10.17
301176,逸豪新材,深圳交易所,创业板,20220928,16.95
002253,*ST智胜,深圳交易所,主板,20080623,10.17
002065,东华软件,深圳交易所,主板,20060823,9.33
000901,航天科技,深圳交易所,主板,19990401,11.89
300232,洲明科技,深圳交易所,创业板,20110622,6.8
300739,明阳电路,深圳交易所,创业板,20180201,13.2
603122,合富中国,上海交易所,主板,20220216,6.82
300133,华策影视,深圳交易所,创业板,20101026,6.83
300011,鼎汉技术,深圳交易所,创业板,20091030,7.26
002239,奥特佳,深圳交易所,主板,20080522,2.99
300389,艾比森,深圳交易所,创业板,20140801,10.68
688029,南微医学,上海交易所,科创板,20190722,67.5
603815,交建股份,上海交易所,主板,20191021,7.69
300966,共同药业,深圳交易所,创业板,20210409,17.52
601588,北辰实业,上海交易所,主板,20061016,1.71
600718,东软集团,上海交易所,主板,19960618,9.84
600278,东方创业,上海交易所,主板,20000712,7.28
831010,凯添燃气,北京交易所,北交所,20200727,13.71
300581,晨曦航空,深圳交易所,创业板,20161220,13.72
300076,GQY视讯,深圳交易所,创业板,20100430,6.86
000409,云鼎科技,深圳交易所,主板,19960627,11.58
600470,六国化工,上海交易所,主板,20040305,6.01
688798,艾为电子,上海交易所,科创板,20210816,65.26
603037,凯众股份,上海交易所,主板,20170120,17.2
600601,方正科技,上海交易所,主板,19901219,4.3
002845,同兴达,深圳交易所,主板,20170125,13.34
688087,英科再生,上海交易所,科创板,20210709,24.1
600421,*ST华嵘,上海交易所,主板,20040607,7.32
002681,奋达科技,深圳交易所,主板,20120605,6.89
600812,华北制药,上海交易所,主板,19940114,6.03
001202,炬申股份,深圳交易所,主板,20210429,16.4
688158,优刻得-W,上海交易所,科创板,20200120,20.29
000156,华数传媒,深圳交易所,主板,20000906,7.78
688132,邦彦技术,上海交易所,科创板,20220923,18.16
002853,皮阿诺,深圳交易所,主板,20170310,13.41
688606,奥泰生物,上海交易所,科创板,20210325,64.51
600128,苏豪弘业,上海交易所,主板,19970901,9.96
301633,港迪技术,深圳交易所,创业板,20241107,69.8
002398,垒知集团,深圳交易所,主板,20100506,4.77
002060,广东建工,深圳交易所,主板,20060810,3.47
688595,芯海科技,上海交易所,科创板,20200928,36.87
688252,天德钰,上海交易所,科创板,20220927,22.99
301418,协昌科技,深圳交易所,创业板,20230821,33.42
603421,鼎信通讯,上海交易所,主板,20161011,6.52
688380,中微半导,上海交易所,科创板,20220805,26.53
300145,南方泵业,深圳交易所,创业板,20101209,3.48
000838,财信发展,深圳交易所,主板,19970626,2.61
688721,龙图光罩,上海交易所,科创板,20240806,41.78
600100,同方股份,上海交易所,主板,19970627,7.4
002328,新朋股份,深圳交易所,主板,20091230,5.66
605378,野马电池,上海交易所,主板,20210412,23.95
300092,科新机电,深圳交易所,创业板,20100708,13.5
001314,亿道信息,深圳交易所,主板,20230214,44.44
600152,维科技术,上海交易所,主板,19980609,6.1
002322,理工能科,深圳交易所,主板,20091218,12.64
600626,申达股份,上海交易所,主板,19930107,3.49
300405,科隆股份,深圳交易所,创业板,20141030,5.24
300175,ST朗源,深圳交易所,创业板,20110215,5.24
605333,沪光股份,上海交易所,主板,20200818,29.27
688619,罗普特,上海交易所,科创板,20210223,10.05
688007,光峰科技,上海交易所,科创板,20190722,14.0
001379,腾达科技,深圳交易所,主板,20240119,20.57
000831,中国稀土,深圳交易所,主板,19980911,33.71
600776,东方通信,上海交易所,主板,19961126,10.51
871694,中裕科技,北京交易所,北交所,20230424,19.71
002454,松芝股份,深圳交易所,主板,20100720,7.89
002561,徐家汇,深圳交易所,主板,20110303,8.33
603557,ST起步,上海交易所,主板,20170818,3.07
002800,天顺股份,深圳交易所,主板,20160530,12.72
002436,兴森科技,深圳交易所,主板,20100618,11.85
002281,光迅科技,深圳交易所,主板,20090821,42.16
002517,恺英网络,深圳交易所,主板,20101207,16.26
600857,宁波中百,上海交易所,主板,19940425,10.11
688689,银河微电,上海交易所,科创板,20210127,22.0
600120,浙江东方,上海交易所,主板,19971201,5.72
300779,惠城环保,深圳交易所,创业板,20190522,166.79
301596,瑞迪智驱,深圳交易所,创业板,20240513,123.67
836239,长虹能源,北京交易所,北交所,20210209,44.05
688370,丛麟科技,上海交易所,科创板,20220825,19.39
603320,迪贝电气,上海交易所,主板,20170502,16.75
