股票代码,股票名称,交易所,板块,上市时间,最新价
001390,N古麒,深圳交易所,主板,20250529,32.0
834475,三友科技,北京交易所,北交所,20200727,24.67
837748,路桥信息,北京交易所,北交所,20230816,38.38
300169,天晟新材,深圳交易所,创业板,20110125,8.26
300149,睿智医药,深圳交易所,创业板,20101222,8.56
300796,贝斯美,深圳交易所,创业板,20191115,11.51
300804,广康生化,深圳交易所,创业板,20230627,41.26
300773,拉卡拉,深圳交易所,创业板,20190425,23.75
688206,概伦电子,上海交易所,科创板,20211228,27.77
301095,广立微,深圳交易所,创业板,20220805,56.74
301024,霍普股份,深圳交易所,创业板,20210728,37.97
688382,益方生物-U,上海交易所,科创板,20220725,29.1
300546,雄帝科技,深圳交易所,创业板,20160928,22.08
300204,舒泰神,深圳交易所,创业板,20110415,23.04
300698,万马科技,深圳交易所,创业板,20170831,41.59
301005,超捷股份,深圳交易所,创业板,20210601,36.61
301082,久盛电气,深圳交易所,创业板,20211027,27.19
300468,四方精创,深圳交易所,创业板,20150527,23.11
300815,玉禾田,深圳交易所,创业板,20200123,26.78
300872,天阳科技,深圳交易所,创业板,20200824,18.62
300682,朗新集团,深圳交易所,创业板,20170801,16.94
300368,汇金股份,深圳交易所,创业板,20140123,7.34
831370,新安洁,北京交易所,北交所,20200727,6.14
873806,云星宇,北京交易所,北交所,20240111,17.94
301290,东星医疗,深圳交易所,创业板,20221130,28.88
300255,常山药业,深圳交易所,创业板,20110819,36.9
301112,信邦智能,深圳交易所,创业板,20220629,42.94
301070,开勒股份,深圳交易所,创业板,20210923,89.01
836270,天铭科技,北京交易所,北交所,20220902,19.19
301269,华大九天,深圳交易所,创业板,20220729,133.36
688648,中邮科技,上海交易所,科创板,20231113,68.48
688280,精进电动-UW,上海交易所,科创板,20211027,8.27
300537,广信材料,深圳交易所,创业板,20160830,20.56
300321,同大股份,深圳交易所,创业板,20120523,34.76
300531,优博讯,深圳交易所,创业板,20160809,17.85
835579,机科股份,北京交易所,北交所,20231130,35.05
300130,新国都,深圳交易所,创业板,20101019,28.07
838810,春光智能,北京交易所,北交所,20221216,24.4
920128,胜业电气,北京交易所,北交所,20241129,44.88
300746,汉嘉设计,深圳交易所,创业板,20180525,15.7
688513,苑东生物,上海交易所,科创板,20200902,41.26
301248,杰创智能,深圳交易所,创业板,20220420,24.1
300386,飞天诚信,深圳交易所,创业板,20140626,19.25
688222,成都先导,上海交易所,科创板,20200416,17.05
688336,三生国健,上海交易所,科创板,20200722,60.7
688799,DR华纳药,上海交易所,科创板,20210713,41.05
300643,万通智控,深圳交易所,创业板,20170505,23.49
300478,杭州高新,深圳交易所,创业板,20150610,14.84
300180,华峰超纤,深圳交易所,创业板,20110222,7.9
300900,广联航空,深圳交易所,创业板,20201029,23.57
688356,键凯科技,上海交易所,科创板,20200826,78.0
300950,德固特,深圳交易所,创业板,20210303,19.38
688201,信安世纪,上海交易所,科创板,20210421,10.05
832566,梓橦宫,北京交易所,北交所,20210813,13.45
301366,一博科技,深圳交易所,创业板,20220926,47.72
688202,美迪西,上海交易所,科创板,20191105,33.33
000826,启迪环境,深圳交易所,主板,19980225,2.28
000903,云内动力,深圳交易所,主板,19990415,5.56
002055,得润电子,深圳交易所,主板,20060725,6.33
600869,远东股份,上海交易所,主板,19950206,5.24
000890,法尔胜,深圳交易所,主板,19990119,4.15
600212,绿能慧充,上海交易所,主板,19990817,7.87
603333,尚纬股份,上海交易所,主板,20120507,9.96
002104,恒宝股份,深圳交易所,主板,20070110,8.1
605366,宏柏新材,上海交易所,主板,20200812,6.46
605388,均瑶健康,上海交易所,主板,20200818,9.31
600676,交运股份,上海交易所,主板,19930928,4.82
002383,合众思壮,深圳交易所,主板,20100402,9.97
603065,宿迁联盛,上海交易所,主板,20230321,10.3
603256,宏和科技,上海交易所,主板,20190719,10.74
600551,时代出版,上海交易所,主板,20020905,8.88
002973,侨银股份,深圳交易所,主板,20200106,14.8
000555,神州信息,深圳交易所,主板,19940408,12.06
002987,京北方,深圳交易所,主板,20200507,13.71
002537,海联金汇,深圳交易所,主板,20110110,7.57
001208,华菱线缆,深圳交易所,主板,20210624,11.63
600476,湘邮科技,上海交易所,主板,20031210,20.41
603066,音飞储存,上海交易所,主板,20150611,13.06
603390,通达电气,上海交易所,主板,20191125,17.56
002317,众生药业,深圳交易所,主板,20091211,13.61
603006,联明股份,上海交易所,主板,20140630,14.93
000539,粤电力Ａ,深圳交易所,主板,19931126,5.27
002609,捷顺科技,深圳交易所,主板,20110815,10.87
002735,王子新材,深圳交易所,主板,20141203,21.85
603693,江苏新能,上海交易所,主板,20180703,16.8
600990,四创电子,上海交易所,主板,20040510,29.1
002576,通达动力,深圳交易所,主板,20110428,18.12
603681,永冠新材,上海交易所,主板,20190326,18.45
002232,启明信息,深圳交易所,主板,20080509,19.11
603089,正裕工业,上海交易所,主板,20170126,13.29
002861,瀛通通讯,深圳交易所,主板,20170413,15.49
002366,融发核电,深圳交易所,主板,20100312,8.24
600650,锦江在线,上海交易所,主板,19930607,17.25
002995,天地在线,深圳交易所,主板,20200805,19.45
002778,中晟高科,深圳交易所,主板,20160106,19.89
603518,锦泓集团,上海交易所,主板,20141203,10.99
001277,速达股份,深圳交易所,主板,20240903,41.66
600571,信雅达,上海交易所,主板,20021101,16.05
600081,东风科技,上海交易所,主板,19970703,16.6
603194,中力股份,上海交易所,主板,20241224,37.49
002907,华森制药,深圳交易所,主板,20171020,18.8
603056,德邦股份,上海交易所,主板,20180116,18.91
002393,力生制药,深圳交易所,主板,20100423,19.46
603797,联泰环保,上海交易所,主板,20170413,4.73
603701,德宏股份,上海交易所,主板,20160412,19.14
603169,兰石重装,上海交易所,主板,20141009,9.13
603123,翠微股份,上海交易所,主板,20120503,10.23
600686,金龙汽车,上海交易所,主板,19931108,14.85
600678,四川金顶,上海交易所,主板,19931008,9.35
600446,金证股份,上海交易所,主板,20031224,16.17
002968,新大正,深圳交易所,主板,20191203,10.78
002920,德赛西威,深圳交易所,主板,20171226,115.61
002657,中科金财,深圳交易所,主板,20120228,21.01
002250,联化科技,深圳交易所,主板,20080619,8.36
002094,青岛金王,深圳交易所,主板,20061215,9.79
000037,深南电A,深圳交易所,主板,19940701,9.46
603076,XD乐惠国,上海交易所,主板,20171113,32.9
002869,金溢科技,深圳交易所,主板,20170515,25.86
603011,合锻智能,上海交易所,主板,20141107,19.59
603686,福龙马,上海交易所,主板,20150126,16.18
600391,航发科技,上海交易所,主板,20011212,25.1
603127,昭衍新药,上海交易所,主板,20170825,18.17
600006,东风股份,上海交易所,主板,19990727,8.92
001230,劲旅环境,深圳交易所,主板,20220715,25.55
301148,嘉戎技术,深圳交易所,创业板,20220421,22.8
002955,鸿合科技,深圳交易所,主板,20190523,26.44
605005,合兴股份,上海交易所,主板,20210119,19.5
002229,鸿博股份,深圳交易所,主板,20080508,19.17
002471,中超控股,深圳交易所,主板,20100910,6.06
002878,元隆雅图,深圳交易所,主板,20170606,17.41
600834,申通地铁,上海交易所,主板,19940224,8.93
603918,金桥信息,上海交易所,主板,20150528,17.42
002015,协鑫能科,深圳交易所,主板,20040708,8.05
601086,国芳集团,上海交易所,主板,20170929,15.77
002355,兴民智通,深圳交易所,主板,20100209,7.61
002743,富煌钢构,深圳交易所,主板,20150217,7.5
002418,康盛股份,深圳交易所,主板,20100601,3.64
002448,中原内配,深圳交易所,主板,20100716,8.83
603030,全筑股份,上海交易所,主板,20150320,2.76
000545,金浦钛业,深圳交易所,主板,19931215,2.76
002224,三 力 士,深圳交易所,主板,20080425,4.97
300449,汉邦高科,深圳交易所,创业板,20150422,9.06
002177,御银股份,深圳交易所,主板,20071101,5.76
600666,奥瑞德,上海交易所,主板,19930712,2.67
300177,中海达,深圳交易所,创业板,20110215,11.02
301091,深城交,深圳交易所,创业板,20211029,37.49
688244,永信至诚,上海交易所,科创板,20221019,39.86
301228,实朴检测,深圳交易所,创业板,20220128,28.33
000981,山子高科,深圳交易所,主板,20000622,2.24
300771,智莱科技,深圳交易所,创业板,20190422,14.9
300348,长亮科技,深圳交易所,创业板,20120817,13.57
300844,山水比德,深圳交易所,创业板,20210813,46.3
688192,迪哲医药-U,上海交易所,科创板,20211210,61.0
301178,天亿马,深圳交易所,创业板,20211112,44.25
300941,创识科技,深圳交易所,创业板,20210209,24.2
301322,绿通科技,深圳交易所,创业板,20230306,28.37
688326,经纬恒润-W,上海交易所,科创板,20220419,102.1
002019,亿帆医药,深圳交易所,主板,20040713,13.25
837344,三元基因,北京交易所,北交所,20210108,23.77
688288,鸿泉物联,上海交易所,科创板,20191106,32.28
301428,世纪恒通,深圳交易所,创业板,20230519,38.38
688373,盟科药业-U,上海交易所,科创板,20220805,6.15
688068,热景生物,上海交易所,科创板,20190930,121.7
300311,任子行,深圳交易所,创业板,20120425,6.58
300485,赛升药业,深圳交易所,创业板,20150626,10.2
300333,兆日科技,深圳交易所,创业板,20120628,12.4
300046,台基股份,深圳交易所,创业板,20100120,32.52
300940,南极光,深圳交易所,创业板,20210203,18.47
300497,富祥药业,深圳交易所,创业板,20151222,9.83
688631,莱斯信息,上海交易所,科创板,20230628,82.19
688613,奥精医疗,上海交易所,科创板,20210521,18.84
300465,高伟达,深圳交易所,创业板,20150528,14.57
833943,优机股份,北京交易所,北交所,20220624,26.03
831832,科达自控,北京交易所,北交所,20211115,29.99
688166,博瑞医药,上海交易所,科创板,20191108,52.78
600817,宇通重工,上海交易所,主板,19940128,14.2
300663,科蓝软件,深圳交易所,创业板,20170608,18.5
002437,誉衡药业,深圳交易所,主板,20100623,3.07
301230,泓博医药,深圳交易所,创业板,20221101,32.68
300906,日月明,深圳交易所,创业板,20201105,27.42
688071,华依科技,上海交易所,科创板,20210729,39.1
688207,格灵深瞳,上海交易所,科创板,20220317,15.3
688443,智翔金泰-U,上海交易所,科创板,20230620,29.19
300541,先进数通,深圳交易所,创业板,20160913,14.26
300542,新晨科技,深圳交易所,创业板,20160920,20.54
603839,安正时尚,上海交易所,主板,20170214,8.84
300765,新诺威,深圳交易所,创业板,20190322,52.59
300422,博世科,深圳交易所,创业板,20150217,6.23
430090,同辉信息,北京交易所,北交所,20210809,6.9
300725,药石科技,深圳交易所,创业板,20171110,34.34
688062,迈威生物-U,上海交易所,科创板,20220118,24.47
688266,泽璟制药-U,上海交易所,科创板,20200123,107.36
688321,微芯生物,上海交易所,科创板,20190812,19.69
688137,近岸蛋白,上海交易所,科创板,20220929,37.15
920799,艾融软件,北京交易所,北交所,20200727,60.71
300295,三六五网,深圳交易所,创业板,20120315,16.7
838971,天马新材,北京交易所,北交所,20220927,33.15
831641,格利尔,北京交易所,北交所,20221202,17.77
600787,中储股份,上海交易所,主板,19970121,6.07
837212,XD智新电,北京交易所,北交所,20210608,18.8
688180,君实生物-U,上海交易所,科创板,20200715,32.96
605255,天普股份,上海交易所,主板,20200825,19.74
688176,亚虹医药-U,上海交易所,科创板,20220107,8.75
300380,安硕信息,深圳交易所,创业板,20140128,46.3
600449,宁夏建材,上海交易所,主板,20030829,13.96
688590,新致软件,上海交易所,科创板,20201207,21.33
835670,数字人,北京交易所,北交所,20201208,15.97
001288,运机集团,深圳交易所,主板,20211101,21.05
688426,康为世纪,上海交易所,科创板,20221025,20.82
002625,光启技术,深圳交易所,主板,20111103,44.94
688327,云从科技-UW,上海交易所,科创板,20220527,13.2
872541,铁大科技,北京交易所,北交所,20230310,18.53
300674,宇信科技,深圳交易所,创业板,20181107,22.92
688488,艾迪药业,上海交易所,科创板,20200720,12.37
300743,天地数码,深圳交易所,创业板,20180427,17.94
837242,建邦科技,北京交易所,北交所,20200727,36.37
301079,邵阳液压,深圳交易所,创业板,20211019,32.55
837092,汉鑫科技,北京交易所,北交所,20211115,44.4
300511,雪榕生物,深圳交易所,创业板,20160504,7.1
688073,毕得医药,上海交易所,科创板,20221011,44.31
300579,数字认证,深圳交易所,创业板,20161223,28.02
000652,泰达股份,深圳交易所,主板,19961128,4.03
002152,广电运通,深圳交易所,主板,20070813,12.37
300557,理工光科,深圳交易所,创业板,20161101,25.23
688136,科兴制药,上海交易所,科创板,20201214,49.99
600880,博瑞传播,上海交易所,主板,19951115,4.86
300047,天源迪科,深圳交易所,创业板,20100120,15.58
688506,百利天恒,上海交易所,科创板,20230106,286.0
603669,灵康药业,上海交易所,主板,20150528,5.1
000948,南天信息,深圳交易所,主板,19991014,19.3
832171,志晟信息,北京交易所,北交所,20211115,29.65
002255,海陆重工,深圳交易所,主板,20080625,10.42
300053,航宇微,深圳交易所,创业板,20100211,12.74
002468,申通快递,深圳交易所,主板,20100908,11.79
688536,思瑞浦,上海交易所,科创板,20200921,151.9
300551,古鳌科技,深圳交易所,创业板,20161018,9.06
300952,恒辉安防,深圳交易所,创业板,20210311,30.77
300056,中创环保,深圳交易所,创业板,20100226,12.98
688788,科思科技,上海交易所,科创板,20201022,56.95
603202,天有为,上海交易所,主板,20250424,103.7
605178,时空科技,上海交易所,主板,20200821,19.86
837821,则成电子,北京交易所,北交所,20220706,36.09
301345,涛涛车业,深圳交易所,创业板,20230321,69.28
002373,千方科技,深圳交易所,主板,20100318,9.79
688229,博睿数据,上海交易所,科创板,20200817,50.39
600478,科力远,上海交易所,主板,20030918,4.99
832885,星辰科技,北京交易所,北交所,20210708,18.47
688592,司南导航,上海交易所,科创板,20230816,45.0
300947,德必集团,深圳交易所,创业板,20210210,21.86
300759,康龙化成,深圳交易所,创业板,20190128,23.76
301159,三维天地,深圳交易所,创业板,20220107,31.35
603716,塞力医疗,上海交易所,主板,20161031,12.76
600521,华海药业,上海交易所,主板,20030304,17.35
430017,星昊医药,北京交易所,北交所,20230531,19.54
300826,测绘股份,深圳交易所,创业板,20200403,17.27
300462,华铭智能,深圳交易所,创业板,20150527,10.17
688657,浩辰软件,上海交易所,科创板,20231010,42.92
301225,恒勃股份,深圳交易所,创业板,20230616,68.0
835184,国源科技,北京交易所,北交所,20200727,14.85
603516,淳中科技,上海交易所,主板,20180202,34.85
603101,汇嘉时代,上海交易所,主板,20160506,8.2
301041,金百泽,深圳交易所,创业板,20210811,23.6
300825,阿尔特,深圳交易所,创业板,20200327,10.78
300436,广生堂,深圳交易所,创业板,20150422,29.99
688347,华虹公司,上海交易所,科创板,20230807,49.42
871263,莱赛激光,北京交易所,北交所,20231228,19.23
834415,恒拓开源,北京交易所,北交所,20200727,17.26
873833,美心翼申,北京交易所,北交所,20231108,21.62
002640,跨境通,深圳交易所,主板,20111208,5.06
603106,恒银科技,上海交易所,主板,20170920,8.73
002766,索菱股份,深圳交易所,主板,20150611,5.77
688070,纵横股份,上海交易所,科创板,20210210,39.26
838924,广脉科技,北京交易所,北交所,20211103,29.12
601138,工业富联,上海交易所,主板,20180608,19.7
688052,纳芯微,上海交易所,科创板,20220422,185.62
688107,安路科技,上海交易所,科创板,20211112,27.46
688290,景业智能,上海交易所,科创板,20220429,58.0
300479,神思电子,深圳交易所,创业板,20150612,20.34
300363,博腾股份,深圳交易所,创业板,20140129,15.77
300730,科创信息,深圳交易所,创业板,20171205,13.84
833454,同心传动,北京交易所,北交所,20211115,17.25
301052,果麦文化,深圳交易所,创业板,20210830,37.88
688588,凌志软件,上海交易所,科创板,20200511,13.69
300394,天孚通信,深圳交易所,创业板,20150217,82.16
873223,荣亿精密,北京交易所,北交所,20220609,11.69
688578,艾力斯,上海交易所,科创板,20201202,95.6
300061,旗天科技,深圳交易所,创业板,20100319,12.67
300248,新开普,深圳交易所,创业板,20110729,13.59
688365,光云科技,上海交易所,科创板,20200429,12.33
837592,华信永道,北京交易所,北交所,20230710,58.29
430564,天润科技,北京交易所,北交所,20220617,24.42
002378,章源钨业,深圳交易所,主板,20100331,8.34
000566,海南海药,深圳交易所,主板,19940525,5.56
600375,汉马科技,上海交易所,主板,20030401,7.42
430047,诺思兰德,北京交易所,北交所,20201124,18.23
002821,凯莱英,深圳交易所,主板,20161118,93.1
300310,宜通世纪,深圳交易所,创业板,20120425,6.34
301208,中亦科技,深圳交易所,创业板,20220707,40.74
301333,诺思格,深圳交易所,创业板,20220802,48.45
688509,正元地信,上海交易所,科创板,20210730,4.15
000550,江铃汽车,深圳交易所,主板,19931201,22.11
002649,博彦科技,深圳交易所,主板,20120106,13.8
688582,芯动联科,上海交易所,科创板,20230630,67.15
688181,八亿时空,上海交易所,科创板,20200106,30.84
601038,一拖股份,上海交易所,主板,20120808,13.63
002294,信立泰,深圳交易所,主板,20090910,45.25
300645,正元智慧,深圳交易所,创业板,20170421,14.97
003005,竞业达,深圳交易所,主板,20200922,21.45
688163,赛伦生物,上海交易所,科创板,20220311,18.8
003040,楚天龙,深圳交易所,主板,20210322,13.89
300284,苏交科,深圳交易所,创业板,20120110,9.14
830896,旺成科技,北京交易所,北交所,20230419,24.8
600611,大众交通,上海交易所,主板,19920807,6.87
430476,海能技术,北京交易所,北交所,20221014,18.13
001207,联科科技,深圳交易所,主板,20210623,24.62
300265,通光线缆,深圳交易所,创业板,20110916,9.18
831906,舜宇精工,北京交易所,北交所,20230222,25.0
300369,绿盟科技,深圳交易所,创业板,20140129,7.12
688580,伟思医疗,上海交易所,科创板,20200721,47.78
301488,豪恩汽电,深圳交易所,创业板,20230704,76.24
300128,锦富技术,深圳交易所,创业板,20101013,5.41
605337,李子园,上海交易所,主板,20210208,15.31
300587,天铁科技,深圳交易所,创业板,20170105,6.02
301263,泰恩康,深圳交易所,创业板,20220329,27.83
300078,思创医惠,深圳交易所,创业板,20100430,3.7
300975,商络电子,深圳交易所,创业板,20210421,10.91
688023,安恒信息,上海交易所,科创板,20191105,47.1
000657,中钨高新,深圳交易所,主板,19961205,11.34
688053,思科瑞,上海交易所,科创板,20220708,27.28
600794,保税科技,上海交易所,主板,19970306,4.32
300807,天迈科技,深圳交易所,创业板,20191219,44.01
002813,路畅科技,深圳交易所,主板,20161012,24.38
688621,阳光诺和,上海交易所,科创板,20210621,53.1
002133,广宇集团,深圳交易所,主板,20070427,2.95
600960,渤海汽车,上海交易所,主板,20040407,4.53
603150,万朗磁塑,上海交易所,主板,20220124,38.41
300651,金陵体育,深圳交易所,创业板,20170509,15.17
002530,金财互联,深圳交易所,主板,20101231,10.26
301153,中科江南,深圳交易所,创业板,20220518,23.7
300638,广和通,深圳交易所,创业板,20170413,27.07
600841,动力新科,上海交易所,主板,19940311,6.36
000617,中油资本,深圳交易所,主板,19961022,6.97
831167,鑫汇科,北京交易所,北交所,20220527,27.7
688618,三旺通信,上海交易所,科创板,20201230,21.95
002866,传艺科技,深圳交易所,主板,20170426,16.57
688561,奇安信-U,上海交易所,科创板,20200722,30.59
688636,智明达,上海交易所,科创板,20210408,41.59
831961,创远信科,北京交易所,北交所,20200727,21.85
603707,健友股份,上海交易所,主板,20170719,11.44
600805,悦达投资,上海交易所,主板,19940103,5.62
002793,罗欣药业,深圳交易所,主板,20160415,4.65
688026,洁特生物,上海交易所,科创板,20200122,15.8
002406,远东传动,深圳交易所,主板,20100518,8.11
603506,南都物业,上海交易所,主板,20180201,12.8
833230,欧康医药,北京交易所,北交所,20221209,21.34
600936,广西广电,上海交易所,主板,20160815,4.28
300964,本川智能,深圳交易所,创业板,20210805,39.77
000676,智度股份,深圳交易所,主板,19961224,8.57
688225,亚信安全,上海交易所,科创板,20220209,20.24
002908,德生科技,深圳交易所,主板,20171020,9.44
300655,晶瑞电材,深圳交易所,创业板,20170523,9.04
300231,银信科技,深圳交易所,创业板,20110615,11.51
833580,科创新材,北京交易所,北交所,20220513,13.61
300979,华利集团,深圳交易所,创业板,20210426,54.46
600556,天下秀,上海交易所,主板,20010807,4.96
301378,通达海,深圳交易所,创业板,20230320,27.29
600358,ST联合,上海交易所,主板,20000922,4.97
688687,凯因科技,上海交易所,科创板,20210208,29.0
000736,*ST中地,深圳交易所,主板,19970425,4.58
688197,首药控股-U,上海交易所,科创板,20220323,35.42
688130,晶华微,上海交易所,科创板,20220729,26.29
300287,飞利信,深圳交易所,创业板,20120201,5.43
300925,法本信息,深圳交易所,创业板,20201230,21.33
835207,众诚科技,北京交易所,北交所,20220923,25.94
870204,沪江材料,北京交易所,北交所,20220118,21.57
605199,ST葫芦娃,上海交易所,主板,20200710,10.06
301129,瑞纳智能,深圳交易所,创业板,20211102,23.94
002630,ST华西,深圳交易所,主板,20111111,2.73
605018,长华集团,上海交易所,主板,20200929,11.98
000997,新 大 陆,深圳交易所,主板,20000807,31.53
688031,星环科技-U,上海交易所,科创板,20221018,47.13
839790,联迪信息,北京交易所,北交所,20220902,38.72
300049,福瑞股份,深圳交易所,创业板,20100120,35.8
603261,*ST立航,上海交易所,主板,20220315,18.96
603086,先达股份,上海交易所,主板,20170511,9.06
002376,新北洋,深圳交易所,主板,20100323,7.59
000851,*ST高鸿,深圳交易所,主板,19980609,2.53
603636,南威软件,上海交易所,主板,20141230,12.02
300983,尤安设计,深圳交易所,创业板,20210420,19.62
603648,畅联股份,上海交易所,主板,20170913,10.55
300079,数码视讯,深圳交易所,创业板,20100430,5.49
000609,*ST中迪,深圳交易所,主板,19961010,3.38
600193,*ST创兴,上海交易所,主板,19990527,4.86
002200,*ST交投,深圳交易所,主板,20071221,8.26
688083,中望软件,上海交易所,科创板,20210311,94.27
301631,壹连科技,深圳交易所,创业板,20241122,112.31
603528,多伦科技,上海交易所,主板,20160503,8.48
603259,药明康德,上海交易所,主板,20180508,64.7
603398,*ST沐邦,上海交易所,主板,20151209,5.53
603466,风语筑,上海交易所,主板,20171020,10.45
600365,ST通葡,上海交易所,主板,20010115,3.21
300552,万集科技,深圳交易所,创业板,20161021,31.05
838402,硅烷科技,北京交易所,北交所,20220928,10.07
300835,龙磁科技,深圳交易所,创业板,20200525,34.02
300098,高新兴,深圳交易所,创业板,20100728,5.18
688720,艾森股份,上海交易所,科创板,20231206,43.2
300250,初灵信息,深圳交易所,创业板,20110803,15.16
300324,旋极信息,深圳交易所,创业板,20120608,3.9
300077,国民技术,深圳交易所,创业板,20100430,24.71
430198,微创光电,北京交易所,北交所,20200727,13.92
300427,红相股份,深圳交易所,创业板,20150217,6.09
872953,国子软件,北京交易所,北交所,20230823,52.07
688450,光格科技,上海交易所,科创板,20230724,25.06
300352,北信源,深圳交易所,创业板,20120912,5.02
300254,仟源医药,深圳交易所,创业板,20110819,9.85
603211,晋拓股份,上海交易所,主板,20220725,18.39
000607,华媒控股,深圳交易所,主板,19960830,3.95
688393,XD安必平,上海交易所,科创板,20200820,28.6
301169,零点有数,深圳交易所,创业板,20211103,37.4
688109,品茗科技,上海交易所,科创板,20210330,27.76
300071,福石控股,深圳交易所,创业板,20100421,5.07
300601,康泰生物,深圳交易所,创业板,20170207,14.34
002635,安洁科技,深圳交易所,主板,20111125,13.46
300790,宇瞳光学,深圳交易所,创业板,20190920,20.55
688212,澳华内镜,上海交易所,科创板,20211115,50.45
002856,美芝股份,深圳交易所,主板,20170320,11.29
836260,中寰股份,北京交易所,北交所,20211115,14.2
832278,XD鹿得医,北京交易所,北交所,20200727,11.1
603228,景旺电子,上海交易所,主板,20170106,30.91
836504,博迅生物,北京交易所,北交所,20230817,26.5
003029,吉大正元,深圳交易所,主板,20201224,20.94
688639,华恒生物,上海交易所,科创板,20210422,31.43
300661,圣邦股份,深圳交易所,创业板,20170606,94.19
000909,ST数源,深圳交易所,主板,19990507,6.04
000532,华金资本,深圳交易所,主板,19940103,15.22
688051,佳华科技,上海交易所,科创板,20200320,23.52
603682,锦和商管,上海交易所,主板,20200421,5.83
873570,坤博精工,北京交易所,北交所,20231123,43.96
688273,麦澜德,上海交易所,科创板,20220811,29.41
301187,欧圣电气,深圳交易所,创业板,20220422,25.17
301037,保立佳,深圳交易所,创业板,20210730,12.37
300226,上海钢联,深圳交易所,创业板,20110608,20.92
002970,锐明技术,深圳交易所,主板,20191217,51.07
834599,同力股份,北京交易所,北交所,20210222,23.88
430139,华岭股份,北京交易所,北交所,20221028,25.01
300515,三德科技,深圳交易所,创业板,20160608,16.46
300275,梅安森,深圳交易所,创业板,20111102,12.89
300243,瑞丰高材,深圳交易所,创业板,20110712,10.63
002356,赫美集团,深圳交易所,主板,20100209,3.17
832662,方盛股份,北京交易所,北交所,20221128,25.6
873593,鼎智科技,北京交易所,北交所,20230413,36.93
002153,石基信息,深圳交易所,主板,20070813,8.16
300723,一品红,深圳交易所,创业板,20171116,49.2
603665,康隆达,上海交易所,主板,20170313,24.72
603087,甘李药业,上海交易所,主板,20200629,55.11
000957,中通客车,深圳交易所,主板,20000113,11.81
688710,益诺思,上海交易所,科创板,20240903,32.5
603129,春风动力,上海交易所,主板,20170818,185.96
301029,怡合达,深圳交易所,创业板,20210723,22.28
600190,*ST锦港,上海交易所,主板,19990609,0.91
836717,瑞星股份,北京交易所,北交所,20230703,12.31
688177,百奥泰,上海交易所,科创板,20200221,26.3
301520,万邦医药,深圳交易所,创业板,20230925,40.95
600633,浙数文化,上海交易所,主板,19930304,13.32
688691,灿芯股份,上海交易所,科创板,20240411,54.81
300271,华宇软件,深圳交易所,创业板,20111026,7.61
688489,三未信安,上海交易所,科创板,20221202,35.79
300456,赛微电子,深圳交易所,创业板,20150514,16.86
300576,容大感光,深圳交易所,创业板,20161220,34.5
301393,昊帆生物,深圳交易所,创业板,20230712,53.04
688227,品高股份,上海交易所,科创板,20211230,37.8
300166,东方国信,深圳交易所,创业板,20110125,9.74
002343,慈文传媒,深圳交易所,主板,20100126,7.66
300245,天玑科技,深圳交易所,创业板,20110719,16.95
300045,华力创通,深圳交易所,创业板,20100120,18.36
002149,西部材料,深圳交易所,主板,20070810,18.83
002859,洁美科技,深圳交易所,主板,20170407,18.87
688315,诺禾致源,上海交易所,科创板,20210413,14.0
000801,四川九洲,深圳交易所,主板,19980506,15.87
603171,XD税友股,上海交易所,主板,20210630,41.79
600798,宁波海运,上海交易所,主板,19970423,3.97
688392,骄成超声,上海交易所,科创板,20220927,51.89
300808,久量股份,深圳交易所,创业板,20191129,26.9
300594,朗进科技,深圳交易所,创业板,20190621,17.8
833427,华维设计,北京交易所,北交所,20210205,14.1
002755,奥赛康,深圳交易所,主板,20150515,16.5
603507,振江股份,上海交易所,主板,20171106,26.2
688152,麒麟信安,上海交易所,科创板,20221028,54.2
873679,前进科技,北京交易所,北交所,20231110,21.58
688328,深科达,上海交易所,科创板,20210309,19.69
000680,山推股份,深圳交易所,主板,19970122,9.02
603920,世运电路,上海交易所,主板,20170426,26.86
688046,药康生物,上海交易所,科创板,20220425,12.16
300683,海特生物,深圳交易所,创业板,20170808,25.08
002425,ST凯文,深圳交易所,主板,20100608,2.63
838171,邦德股份,北京交易所,北交所,20220602,17.46
002565,顺灏股份,深圳交易所,主板,20110318,4.31
300377,赢时胜,深圳交易所,创业板,20140127,23.48
600363,联创光电,上海交易所,主板,20010329,64.0
002212,天融信,深圳交易所,主板,20080201,7.2
688211,中科微至,上海交易所,科创板,20211026,36.49
300398,飞凯材料,深圳交易所,创业板,20141009,20.41
688433,华曙高科,上海交易所,科创板,20230417,36.02
600178,东安动力,上海交易所,主板,19981014,12.73
301608,博实结,深圳交易所,创业板,20240801,83.36
688072,拓荆科技,上海交易所,科创板,20220420,151.6
688080,映翰通,上海交易所,科创板,20200212,47.35
831855,浙江大农,北京交易所,北交所,20221229,20.77
300522,世名科技,深圳交易所,创业板,20160705,14.27
002916,深南电路,深圳交易所,主板,20171213,85.03
300591,万里马,深圳交易所,创业板,20170110,6.06
301020,密封科技,深圳交易所,创业板,20210706,20.85
688331,荣昌生物,上海交易所,科创板,20220331,58.85
300396,迪瑞医疗,深圳交易所,创业板,20140910,13.62
002095,生 意 宝,深圳交易所,主板,20061215,20.2
300659,中孚信息,深圳交易所,创业板,20170526,13.66
000766,通化金马,深圳交易所,主板,19970430,20.5
688357,建龙微纳,上海交易所,科创板,20191204,25.65
