股票代码,股票名称,交易所,板块,上市时间,最新价,东财行业,证监会行业,行业为空,上市年份,上市月份,上市日期,一级行业,二级行业
'600939,重庆建工,上海交易所,主板,20170221,2.95,建筑-建筑施工-房屋建筑,建筑业-房屋建筑业,False,2017,2,21,建筑,建筑施工
'600742,一汽富维,上海交易所,主板,19960826,10.03,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,1996,8,26,交运设备,汽车
'000531,穗恒运Ａ,深圳交易所,主板,19940106,6.49,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,1994,1,6,公用事业,电力
'600764,中国海防,上海交易所,主板,19961104,28.33,国防与装备-船舶与海洋装备-海洋工程装备,制造业-计算机、通信和其他电子设备制造业,False,1996,11,4,国防与装备,船舶与海洋装备
'601869,长飞光纤,上海交易所,主板,20180720,33.07,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,2018,7,20,信息技术,通信设备
'688016,心脉医疗,上海交易所,科创板,20190722,88.0,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2019,7,22,医药生物,医疗器械
'601965,中国汽研,上海交易所,主板,20120611,18.31,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,False,2012,6,11,休闲、生活及专业服务,专业服务
'002129,TCL中环,深圳交易所,主板,20070420,7.68,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业,False,2007,4,20,电气设备,电源设备
'601155,新城控股,上海交易所,主板,20151204,12.41,房地产-房地产开发-房地产开发,房地产业-房地产业,False,2015,12,4,房地产,房地产开发
'002412,汉森制药,深圳交易所,主板,20100525,5.91,医药生物-中药生产-中药生产,制造业-医药制造业,False,2010,5,25,医药生物,中药生产
'603933,睿能科技,上海交易所,主板,20170706,15.37,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,False,2017,7,6,电子设备,电子器件
'605507,国邦医药,上海交易所,主板,20210802,20.11,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2021,8,2,医药生物,化学制药
'300806,斯迪克,深圳交易所,创业板,20191125,15.97,基础化工-化学新材料-化学新材料,制造业-橡胶和塑料制品业,False,2019,11,25,基础化工,化学新材料
'688314,康拓医疗,上海交易所,科创板,20210518,31.35,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2021,5,18,医药生物,医疗器械
'002662,峰璟股份,深圳交易所,主板,20120309,3.55,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2012,3,9,交运设备,汽车
'001389,广合科技,深圳交易所,主板,20240402,49.12,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2024,4,2,电子设备,半导体
'603025,大豪科技,上海交易所,主板,20150422,13.02,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2015,4,22,电子设备,电子设备制造
'002589,瑞康医药,深圳交易所,主板,20110610,2.96,医药生物-医药商业-医药商业,批发和零售业-批发业,False,2011,6,10,医药生物,医药商业
'600037,歌华有线,上海交易所,主板,20010208,7.11,文化传媒-广播电视-有线电视,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,False,2001,2,8,文化传媒,广播电视
'603861,白云电器,上海交易所,主板,20160322,9.49,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业,False,2016,3,22,电气设备,输变电设备
'300240,飞力达,深圳交易所,创业板,20110706,9.49,交通运输-物流-物流,交通运输、仓储和邮政业-多式联运和运输代理业,False,2011,7,6,交通运输,物流
'300632,光莆股份,深圳交易所,创业板,20170406,12.46,电子设备-光电子器件-LED,制造业-电气机械和器材制造业,False,2017,4,6,电子设备,光电子器件
'002860,星帅尔,深圳交易所,主板,20170412,12.46,家电-白色家电-白色家电,制造业-电气机械和器材制造业,False,2017,4,12,家电,白色家电
'300699,光威复材,深圳交易所,创业板,20170901,29.67,基础化工-合成纤维及树脂-其他纤维,制造业-化学纤维制造业,False,2017,9,1,基础化工,合成纤维及树脂
'603212,赛伍技术,上海交易所,主板,20200430,9.5,基础化工-化学制品-其他化学制品,制造业-橡胶和塑料制品业,False,2020,4,30,基础化工,化学制品
'002933,新兴装备,深圳交易所,主板,20180828,33.26,国防与装备-航空航天装备-航天装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2018,8,28,国防与装备,航空航天装备
'300408,三环集团,深圳交易所,创业板,20141203,32.67,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2014,12,3,电子设备,电子元件
'688353,华盛锂电,上海交易所,科创板,20220713,20.8,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2022,7,13,基础化工,化学制品
'300813,泰林生物,深圳交易所,创业板,20200114,19.02,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2020,1,14,机械设备,专用设备
'300845,捷安高科,深圳交易所,创业板,20200703,10.7,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,7,3,信息技术,计算机软件
'603700,宁水集团,上海交易所,主板,20190122,11.89,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2019,1,22,机械设备,通用设备
'000063,中兴通讯,深圳交易所,主板,19971118,31.51,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,1997,11,18,信息技术,通信设备
'301319,唯特偶,深圳交易所,创业板,20220929,24.98,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2022,9,29,电子设备,电子元件
'301270,汉仪股份,深圳交易所,创业板,20220831,39.26,信息技术-计算机软件-基础软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,8,31,信息技术,计算机软件
'301273,瑞晨环保,深圳交易所,创业板,20221025,23.82,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2022,10,25,机械设备,通用设备
'300059,东方财富,深圳交易所,创业板,20100319,20.85,互联网-互联网金融-其他互联网金融,金融业-资本市场服务,False,2010,3,19,互联网,互联网金融
'002111,威海广泰,深圳交易所,主板,20070126,10.13,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2007,1,26,机械设备,专用设备
'002931,锋龙股份,深圳交易所,主板,20180403,15.5,机械设备-专用设备-农用机械,制造业-专用设备制造业,False,2018,4,3,机械设备,专用设备
'002632,道明光学,深圳交易所,主板,20111122,8.35,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2011,11,22,基础化工,化学制品
'688283,坤恒顺维,上海交易所,科创板,20220215,26.26,电子设备-电子设备制造-电子设备制造,制造业-仪器仪表制造业,False,2022,2,15,电子设备,电子设备制造
'600369,西南证券,上海交易所,主板,20010109,4.18,金融-非银行金融-证券,金融业-资本市场服务,False,2001,1,9,金融,非银行金融
'002918,蒙娜丽莎,深圳交易所,主板,20171219,8.36,建材-陶瓷-陶瓷,制造业-非金属矿物制品业,False,2017,12,19,建材,陶瓷
'001373,翔腾新材,深圳交易所,主板,20230601,29.92,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,False,2023,6,1,电子设备,电子器件
'002601,龙佰集团,深圳交易所,主板,20110715,16.76,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2011,7,15,基础化工,化学制品
'301157,华塑科技,深圳交易所,创业板,20230309,44.3,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2023,3,9,信息技术,计算机硬件
'688625,呈和科技,上海交易所,科创板,20210607,45.54,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2021,6,7,基础化工,化学制品
'002494,华斯股份,深圳交易所,主板,20101102,4.8,纺织服装-服装家纺-服装,制造业-皮革、毛皮、羽毛及其制品和制鞋业,False,2010,11,2,纺织服装,服装家纺
'002482,广田集团,深圳交易所,主板,20100929,1.8,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,False,2010,9,29,建筑,装修装饰
'002269,美邦服饰,深圳交易所,主板,20080828,1.8,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业,False,2008,8,28,纺织服装,服装家纺
'002262,恩华药业,深圳交易所,主板,20080723,23.42,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2008,7,23,医药生物,化学制药
'001210,金房能源,深圳交易所,主板,20210729,15.62,公用事业-电力-热电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,2021,7,29,公用事业,电力
'300756,金马游乐,深圳交易所,创业板,20181228,25.24,机械设备-专用设备-其他专用机械,制造业-文教、工美、体育和娱乐用品制造业,False,2018,12,28,机械设备,专用设备
'605588,冠石科技,上海交易所,主板,20210812,47.49,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,False,2021,8,12,电子设备,电子器件
'300795,米奥会展,深圳交易所,创业板,20191022,15.64,休闲、生活及专业服务-休闲服务-其他休闲服务,租赁和商务服务业-商务服务业,False,2019,10,22,休闲、生活及专业服务,休闲服务
'300354,东华测试,深圳交易所,创业板,20120920,39.71,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2012,9,20,机械设备,通用设备
'301370,国科恒泰,深圳交易所,创业板,20230712,10.23,医药生物-医疗器械-医疗器械,批发和零售业-批发业,False,2023,7,12,医药生物,医疗器械
'688126,沪硅产业,上海交易所,科创板,20200420,18.66,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业,False,2020,4,20,电子设备,半导体
'002420,毅昌科技,深圳交易所,主板,20100601,6.02,交运设备-汽车-汽车零部件,制造业-橡胶和塑料制品业,False,2010,6,1,交运设备,汽车
'688616,西力科技,上海交易所,科创板,20210318,11.44,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2021,3,18,机械设备,通用设备
'002151,北斗星通,深圳交易所,主板,20070813,27.7,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,False,2007,8,13,信息技术,通信设备
'002469,三维化学,深圳交易所,主板,20100908,8.44,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,2010,9,8,基础化工,化学原料
'002358,森源电气,深圳交易所,主板,20100210,5.43,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业,False,2010,2,10,电气设备,输变电设备
'300948,冠中生态,深圳交易所,创业板,20210225,10.26,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2021,2,25,公用事业,环保
'301383,天键股份,深圳交易所,创业板,20230609,40.45,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,False,2023,6,9,电子设备,消费电子设备
'000756,新华制药,深圳交易所,主板,19970806,15.1,医药生物-化学制药-化学原料药,制造业-医药制造业,False,1997,8,6,医药生物,化学制药
'300447,全信股份,深圳交易所,创业板,20150422,13.9,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业,False,2015,4,22,电气设备,输变电设备
'603290,斯达半导,上海交易所,主板,20200204,81.66,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业,False,2020,2,4,电子设备,半导体
'600051,宁波联合,上海交易所,主板,19970410,7.26,商贸零售-贸易-贸易,批发和零售业-批发业,False,1997,4,10,商贸零售,贸易
'603773,沃格光电,上海交易所,主板,20180417,22.39,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,False,2018,4,17,电子设备,电子器件
'002248,华东数控,深圳交易所,主板,20080612,9.08,机械设备-通用设备-机床设备,制造业-通用设备制造业,False,2008,6,12,机械设备,通用设备
'603530,神马电力,上海交易所,主板,20190805,26.65,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业,False,2019,8,5,电气设备,输变电设备
'002658,雪迪龙,深圳交易所,主板,20120309,7.27,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2012,3,9,机械设备,通用设备
'300266,兴源环境,深圳交易所,创业板,20110927,3.03,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2011,9,27,公用事业,环保
'002093,国脉科技,深圳交易所,主板,20061215,10.91,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2006,12,15,信息技术,通信设备
'688110,东芯股份,上海交易所,科创板,20211210,32.13,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业,False,2021,12,10,电子设备,半导体
'002072,凯瑞德,深圳交易所,主板,20061018,4.85,商贸零售-贸易-贸易,批发和零售业-批发业,False,2006,10,18,商贸零售,贸易
'838275,XD驱动力,北京交易所,北交所,20210125,11.52,农林牧渔-畜牧业-饲料,制造业-农副食品加工业,False,2021,1,25,农林牧渔,畜牧业
'300893,松原安全,深圳交易所,创业板,20200924,35.78,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2020,9,24,交运设备,汽车
'688260,昀冢科技,上海交易所,科创板,20210406,14.56,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2021,4,6,电子设备,电子设备制造
'603236,移远通信,上海交易所,主板,20190716,72.22,信息技术-通信设备-通信配套服务,制造业-计算机、通信和其他电子设备制造业,False,2019,7,16,信息技术,通信设备
'605339,南侨食品,上海交易所,主板,20210518,17.6,食品饮料-食品-乳制品,制造业-食品制造业,False,2021,5,18,食品饮料,食品
'002283,天润工业,深圳交易所,主板,20090821,6.07,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2009,8,21,交运设备,汽车
'300545,联得装备,深圳交易所,创业板,20160928,28.53,电子设备-电子器件-显示器件,制造业-专用设备制造业,False,2016,9,28,电子设备,电子器件
'603229,奥翔药业,上海交易所,主板,20170509,8.51,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2017,5,9,医药生物,化学制药
'600053,九鼎投资,上海交易所,主板,19970418,14.59,金融-非银行金融-PE、VC投资,金融业-资本市场服务,False,1997,4,18,金融,非银行金融
'002387,维信诺,深圳交易所,主板,20100413,9.12,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,False,2010,4,13,电子设备,光电子器件
'002124,天邦食品,深圳交易所,主板,20070403,3.04,农林牧渔-畜牧业-饲料,农、林、牧、渔业-畜牧业,False,2007,4,3,农林牧渔,畜牧业
'600310,广西能源,上海交易所,主板,20010228,4.26,公用事业-电力-水电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,2001,2,28,公用事业,电力
'301032,新柴股份,深圳交易所,创业板,20210722,12.78,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2021,7,22,机械设备,通用设备
'000723,美锦能源,深圳交易所,主板,19970515,4.26,化石能源-煤炭-焦炭,制造业-石油、煤炭及其他燃料加工业,False,1997,5,15,化石能源,煤炭
'300595,欧普康视,深圳交易所,创业板,20170117,15.22,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2017,1,17,医药生物,医疗器械
'002887,绿茵生态,深圳交易所,主板,20170801,7.92,建筑-建筑施工-园林工程,水利、环境和公共设施管理业-生态保护和环境治理业,False,2017,8,1,建筑,建筑施工
'002799,环球印务,深圳交易所,主板,20160608,7.92,轻工制造-造纸印刷-包装印刷,制造业-造纸和纸制品业,False,2016,6,8,轻工制造,造纸印刷
'688628,优利德,上海交易所,科创板,20210201,34.13,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2021,2,1,机械设备,通用设备
'300735,光弘科技,深圳交易所,创业板,20171229,25.6,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2017,12,29,电子设备,电子设备制造
'601208,东材科技,上海交易所,主板,20110520,9.15,基础化工-化学新材料-化学新材料,制造业-化学原料和化学制品制造业,False,2011,5,20,基础化工,化学新材料
'600630,龙头股份,上海交易所,主板,19930209,8.54,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业,False,1993,2,9,纺织服装,服装家纺
'600222,太龙药业,上海交易所,主板,19991105,5.49,医药生物-中药生产-中药生产,制造业-医药制造业,False,1999,11,5,医药生物,中药生产
'002797,第一创业,深圳交易所,主板,20160511,6.71,金融-非银行金融-证券,金融业-资本市场服务,False,2016,5,11,金融,非银行金融
'300681,英搏尔,深圳交易所,创业板,20170725,28.7,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2017,7,25,交运设备,汽车
'002297,博云新材,深圳交易所,主板,20090929,7.33,机械设备-金属制品-金属制品,制造业-金属制品业,False,2009,9,29,机械设备,金属制品
'000599,青岛双星,深圳交易所,主板,19960430,4.89,基础化工-橡胶制品-轮胎,制造业-橡胶和塑料制品业,False,1996,4,30,基础化工,橡胶制品
'603806,福斯特,上海交易所,主板,20140905,12.23,电气设备-电源设备-太阳能,制造业-橡胶和塑料制品业,False,2014,9,5,电气设备,电源设备
'003009,中天火箭,深圳交易所,主板,20200925,37.31,国防与装备-航空航天装备-航天装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2020,9,25,国防与装备,航空航天装备
'603177,德创环保,上海交易所,主板,20170207,8.57,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2017,2,7,公用事业,环保
'600821,金开新能,上海交易所,主板,19940128,5.51,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,1994,1,28,公用事业,电力
'603613,国联股份,上海交易所,主板,20190730,23.27,互联网-互联网商务-电子商务B2B,信息传输、软件和信息技术服务业-互联网和相关服务,False,2019,7,30,互联网,互联网商务
'000905,厦门港务,深圳交易所,主板,19990429,7.97,交通运输-港口航运-港口,批发和零售业-批发业,False,1999,4,29,交通运输,港口航运
'601218,吉鑫科技,上海交易所,主板,20110506,3.68,电气设备-电源设备-风能,制造业-金属制品业,False,2011,5,6,电气设备,电源设备
'002876,三利谱,深圳交易所,主板,20170525,24.55,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,False,2017,5,25,电子设备,电子器件
'603051,鹿山新材,上海交易所,主板,20220325,25.19,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2022,3,25,基础化工,化学制品
'301188,力诺药包,深圳交易所,创业板,20211111,20.28,建材-玻璃-玻璃,制造业-非金属矿物制品业,False,2021,11,11,建材,玻璃
'002451,摩恩电气,深圳交易所,主板,20100720,6.76,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业,False,2010,7,20,电气设备,输变电设备
'603818,曲美家居,上海交易所,主板,20150422,3.69,轻工制造-家具-家具制造,制造业-家具制造业,False,2015,4,22,轻工制造,家具
'002204,大连重工,深圳交易所,主板,20080116,6.15,机械设备-专用设备-其他专用机械,制造业-通用设备制造业,False,2008,1,16,机械设备,专用设备
'300726,宏达电子,深圳交易所,创业板,20171121,33.84,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,11,21,电子设备,电子元件
'688726,拉普拉斯,上海交易所,科创板,20241029,40.0,机械设备-专用设备-其他专用机械,制造业-电气机械和器材制造业,False,2024,10,29,机械设备,专用设备
'002045,国光电器,深圳交易所,主板,20050523,16.0,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2005,5,23,电子设备,电子设备制造
'839680,*ST广道,北京交易所,北交所,20211115,6.77,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,11,15,信息技术,计算机软件
'002282,博深股份,深圳交易所,主板,20090821,7.4,机械设备-通用设备-其他通用机械,制造业-非金属矿物制品业,False,2009,8,21,机械设备,通用设备
'688583,思看科技,上海交易所,科创板,20250115,106.1,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2025,1,15,机械设备,通用设备
'300251,光线传媒,深圳交易所,创业板,20110803,17.89,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业,False,2011,8,3,文化传媒,影视动漫
'003028,振邦智能,深圳交易所,主板,20201228,30.85,电气设备-其他电气设备-其他电气设备,制造业-计算机、通信和其他电子设备制造业,False,2020,12,28,电气设备,其他电气设备
'300433,蓝思科技,深圳交易所,创业板,20150318,20.99,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2015,3,18,电子设备,电子设备制造
'002939,长城证券,深圳交易所,主板,20181026,8.03,金融-非银行金融-证券,金融业-资本市场服务,False,2018,10,26,金融,非银行金融
'600078,澄星股份,上海交易所,主板,19970627,5.56,基础化工-化学原料-磷化工,制造业-化学原料和化学制品制造业,False,1997,6,27,基础化工,化学原料
'834765,美之高,北京交易所,北交所,20210705,25.34,轻工制造-家具-家具制造,制造业-家具制造业,False,2021,7,5,轻工制造,家具
'002526,山东矿机,深圳交易所,主板,20101217,3.71,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业,False,2010,12,17,机械设备,专用设备
'601728,中国电信,上海交易所,主板,20210820,8.04,信息技术-通信运营-通信运营,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务,False,2021,8,20,信息技术,通信运营
'002976,瑞玛精密,深圳交易所,主板,20200306,23.52,机械设备-金属制品-金属制品,制造业-金属制品业,False,2020,3,6,机械设备,金属制品
'002903,宇环数控,深圳交易所,主板,20171013,20.45,机械设备-通用设备-机床设备,制造业-通用设备制造业,False,2017,10,13,机械设备,通用设备
'688077,大地熊,上海交易所,科创板,20200722,24.8,有色金属-金属非金属新材料-磁性材料,制造业-非金属矿物制品业,False,2020,7,22,有色金属,金属非金属新材料
'600580,卧龙电驱,上海交易所,主板,20020606,23.57,电气设备-电机-电机,制造业-电气机械和器材制造业,False,2002,6,6,电气设备,电机
'688711,宏微科技,上海交易所,科创板,20210901,16.75,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2021,9,1,电子设备,电子元件
'600552,凯盛科技,上海交易所,主板,20021108,11.19,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,False,2002,11,8,电子设备,电子器件
'605006,山东玻纤,上海交易所,主板,20200903,6.22,基础化工-合成纤维及树脂-玻纤,制造业-非金属矿物制品业,False,2020,9,3,基础化工,合成纤维及树脂
'300956,英力股份,深圳交易所,创业板,20210326,15.55,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,False,2021,3,26,电子设备,消费电子设备
'688349,三一重能,上海交易所,科创板,20220622,23.64,电气设备-电源设备-风能,制造业-电气机械和器材制造业,False,2022,6,22,电气设备,电源设备
'601388,怡球资源,上海交易所,主板,20120423,2.49,有色金属-基本金属-铝,制造业-废弃资源综合利用业,False,2012,4,23,有色金属,基本金属
'300662,科锐国际,深圳交易所,创业板,20170608,29.88,休闲、生活及专业服务-专业服务-其他专业服务,租赁和商务服务业-商务服务业,False,2017,6,8,休闲、生活及专业服务,专业服务
'603058,永吉股份,上海交易所,主板,20161223,8.1,轻工制造-造纸印刷-包装印刷,制造业-印刷和记录媒介复制业,False,2016,12,23,轻工制造,造纸印刷
'688292,浩瀚深度,上海交易所,科创板,20220818,19.32,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,8,18,互联网,互联网服务
'688276,百克生物,上海交易所,科创板,20210625,21.19,医药生物-生物医药-生物医药,制造业-医药制造业,False,2021,6,25,医药生物,生物医药
'600707,彩虹股份,上海交易所,主板,19960520,6.25,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,False,1996,5,20,电子设备,电子器件
'002483,润邦股份,深圳交易所,主板,20100929,6.25,机械设备-通用设备-起重运输设备,制造业-通用设备制造业,False,2010,9,29,机械设备,通用设备
'300938,信测标准,深圳交易所,创业板,20210127,20.65,交运设备-汽车-汽车服务,科学研究和技术服务业-专业技术服务业,False,2021,1,27,交运设备,汽车
'002763,汇洁股份,深圳交易所,主板,20150610,6.89,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业,False,2015,6,10,纺织服装,服装家纺
'000795,英洛华,深圳交易所,主板,19970808,10.03,有色金属-金属非金属新材料-磁性材料,制造业-非金属矿物制品业,False,1997,8,8,有色金属,金属非金属新材料
'000030,富奥股份,深圳交易所,主板,19930929,6.27,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,1993,9,29,交运设备,汽车
'688722,同益中,上海交易所,科创板,20211019,21.33,基础化工-合成纤维及树脂-其他纤维,制造业-化学纤维制造业,False,2021,10,19,基础化工,合成纤维及树脂
'600169,太原重工,上海交易所,主板,19980904,2.51,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,1998,9,4,机械设备,专用设备
'300289,利德曼,深圳交易所,创业板,20120216,5.02,医药生物-医疗器械-医疗器械,制造业-医药制造业,False,2012,2,16,医药生物,医疗器械
'300458,全志科技,深圳交易所,创业板,20150515,38.28,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,False,2015,5,15,电子设备,半导体
'300657,弘信电子,深圳交易所,创业板,20170523,26.37,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2017,5,23,电子设备,电子元件
'301156,美农生物,深圳交易所,创业板,20220617,20.1,农林牧渔-畜牧业-饲料,制造业-食品制造业,False,2022,6,17,农林牧渔,畜牧业
'603310,巍华新材,上海交易所,主板,20240814,18.86,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2024,8,14,基础化工,化学制品
'600692,亚通股份,上海交易所,主板,19931119,6.92,房地产-房地产开发-房地产开发,房地产业-房地产业,False,1993,11,19,房地产,房地产开发
'688257,新锐股份,上海交易所,科创板,20211027,20.14,机械设备-金属制品-金属制品,制造业-有色金属冶炼和压延加工业,False,2021,10,27,机械设备,金属制品
'688329,艾隆科技,上海交易所,科创板,20210329,17.0,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2021,3,29,医药生物,医疗器械
'601399,国机重装,上海交易所,主板,20200608,3.15,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业,False,2020,6,8,机械设备,专用设备
'002666,德联集团,深圳交易所,主板,20120327,5.04,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2012,3,27,基础化工,化学制品
'002009,天奇股份,深圳交易所,主板,20040629,15.13,机械设备-专用设备-其他专用机械,制造业-废弃资源综合利用业,False,2004,6,29,机械设备,专用设备
'301062,上海艾录,深圳交易所,创业板,20210914,8.2,轻工制造-造纸印刷-包装印刷,制造业-造纸和纸制品业,False,2021,9,14,轻工制造,造纸印刷
'603305,旭升集团,上海交易所,主板,20170710,12.62,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2017,7,10,交运设备,汽车
'301314,科瑞思,深圳交易所,创业板,20230328,37.23,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,False,2023,3,28,电子设备,电子器件
'300919,中伟股份,深圳交易所,创业板,20201223,31.56,电气设备-电源设备-其他电源设备,制造业-计算机、通信和其他电子设备制造业,False,2020,12,23,电气设备,电源设备
'603108,润达医疗,上海交易所,主板,20150527,17.69,医药生物-医药商业-医药商业,批发和零售业-批发业,False,2015,5,27,医药生物,医药商业
'301628,强达电路,深圳交易所,创业板,20241031,79.65,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2024,10,31,电子设备,电子元件
'002082,万邦德,深圳交易所,主板,20061120,5.69,医药生物-医疗器械-医疗器械,制造业-医药制造业,False,2006,11,20,医药生物,医疗器械
'002363,隆基机械,深圳交易所,主板,20100305,7.59,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2010,3,5,交运设备,汽车
'300985,致远新能,深圳交易所,创业板,20210429,17.08,机械设备-金属制品-金属制品,制造业-金属制品业,False,2021,4,29,机械设备,金属制品
'301303,真兰仪表,深圳交易所,创业板,20230220,13.93,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业,False,2023,2,20,机械设备,通用设备
'300135,宝利国际,深圳交易所,创业板,20101026,3.8,化石能源-石油天然气-石油加工,制造业-石油、煤炭及其他燃料加工业,False,2010,10,26,化石能源,石油天然气
