股票代码,股票名称,交易所,板块,上市时间,最新价,东财行业,证监会行业,行业为空,上市年份,上市月份,上市日期,一级行业,二级行业
'001390,N古麒,深圳交易所,主板,20250529,32.0,纺织服装-纺织-其他纺织,制造业-皮革、毛皮、羽毛及其制品和制鞋业,False,2025,5,29,纺织服装,纺织
'834475,三友科技,北京交易所,北交所,20200727,24.67,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业,False,2020,7,27,机械设备,专用设备
'837748,路桥信息,北京交易所,北交所,20230816,38.38,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2023,8,16,信息技术,计算机软件
'300169,天晟新材,深圳交易所,创业板,20110125,8.26,基础化工-化学制品-其他化学制品,制造业-橡胶和塑料制品业,False,2011,1,25,基础化工,化学制品
'300149,睿智医药,深圳交易所,创业板,20101222,8.56,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2010,12,22,医药生物,生物医药
'300796,贝斯美,深圳交易所,创业板,20191115,11.51,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业,False,2019,11,15,基础化工,化肥农药
'300804,广康生化,深圳交易所,创业板,20230627,41.26,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业,False,2023,6,27,基础化工,化肥农药
'300773,拉卡拉,深圳交易所,创业板,20190425,23.75,互联网-互联网金融-第三方支付,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2019,4,25,互联网,互联网金融
'688206,概伦电子,上海交易所,科创板,20211228,27.77,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,12,28,信息技术,计算机软件
'301095,广立微,深圳交易所,创业板,20220805,56.74,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,8,5,信息技术,计算机软件
'301024,霍普股份,深圳交易所,创业板,20210728,37.97,休闲、生活及专业服务-专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业,False,2021,7,28,休闲、生活及专业服务,专业服务
'688382,益方生物-U,上海交易所,科创板,20220725,29.1,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,7,25,医药生物,生物医药
'300546,雄帝科技,深圳交易所,创业板,20160928,22.08,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2016,9,28,电子设备,电子设备制造
'300204,舒泰神,深圳交易所,创业板,20110415,23.04,医药生物-生物医药-生物医药,制造业-医药制造业,False,2011,4,15,医药生物,生物医药
'300698,万马科技,深圳交易所,创业板,20170831,41.59,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,False,2017,8,31,信息技术,通信设备
'301005,超捷股份,深圳交易所,创业板,20210601,36.61,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2021,6,1,交运设备,汽车
'301082,久盛电气,深圳交易所,创业板,20211027,27.19,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业,False,2021,10,27,电气设备,输变电设备
'300468,四方精创,深圳交易所,创业板,20150527,23.11,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2015,5,27,信息技术,计算机软件
'300815,玉禾田,深圳交易所,创业板,20200123,26.78,休闲、生活及专业服务-专业服务-其他专业服务,水利、环境和公共设施管理业-公共设施管理业,False,2020,1,23,休闲、生活及专业服务,专业服务
'300872,天阳科技,深圳交易所,创业板,20200824,18.62,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,8,24,信息技术,计算机软件
'300682,朗新集团,深圳交易所,创业板,20170801,16.94,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2017,8,1,信息技术,计算机软件
'300368,汇金股份,深圳交易所,创业板,20140123,7.34,信息技术-计算机硬件-专用计算机设备,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2014,1,23,信息技术,计算机硬件
'831370,新安洁,北京交易所,北交所,20200727,6.14,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业,False,2020,7,27,公用事业,环保
'873806,云星宇,北京交易所,北交所,20240111,17.94,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2024,1,11,信息技术,计算机软件
'301290,东星医疗,深圳交易所,创业板,20221130,28.88,医药生物-医疗器械-医疗器械,制造业-专用设备制造业,False,2022,11,30,医药生物,医疗器械
'300255,常山药业,深圳交易所,创业板,20110819,36.9,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2011,8,19,医药生物,化学制药
'301112,信邦智能,深圳交易所,创业板,20220629,42.94,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2022,6,29,机械设备,专用设备
'301070,开勒股份,深圳交易所,创业板,20210923,89.01,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2021,9,23,机械设备,通用设备
'836270,天铭科技,北京交易所,北交所,20220902,19.19,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2022,9,2,机械设备,通用设备
'301269,华大九天,深圳交易所,创业板,20220729,133.36,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,7,29,信息技术,计算机软件
'688648,中邮科技,上海交易所,科创板,20231113,68.48,机械设备-通用设备-其他通用机械,制造业-通用设备制造业,False,2023,11,13,机械设备,通用设备
'688280,精进电动-UW,上海交易所,科创板,20211027,8.27,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2021,10,27,交运设备,汽车
'300537,广信材料,深圳交易所,创业板,20160830,20.56,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2016,8,30,基础化工,化学制品
'300321,同大股份,深圳交易所,创业板,20120523,34.76,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2012,5,23,基础化工,化学制品
'300531,优博讯,深圳交易所,创业板,20160809,17.85,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,False,2016,8,9,信息技术,通信设备
'835579,机科股份,北京交易所,北交所,20231130,35.05,机械设备-机器人-工业机器人,制造业-通用设备制造业,False,2023,11,30,机械设备,机器人
'300130,新国都,深圳交易所,创业板,20101019,28.07,信息技术-计算机硬件-专用计算机设备,制造业-专用设备制造业,False,2010,10,19,信息技术,计算机硬件
'838810,春光智能,北京交易所,北交所,20221216,24.4,机械设备-专用设备-其他专用机械,制造业-通用设备制造业,False,2022,12,16,机械设备,专用设备
'920128,胜业电气,北京交易所,北交所,20241129,44.88,电子设备-电子元件-电子元件,制造业-电气机械和器材制造业,False,2024,11,29,电子设备,电子元件
'300746,汉嘉设计,深圳交易所,创业板,20180525,15.7,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,False,2018,5,25,休闲、生活及专业服务,专业服务
'688513,苑东生物,上海交易所,科创板,20200902,41.26,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2020,9,2,医药生物,化学制药
'301248,杰创智能,深圳交易所,创业板,20220420,24.1,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,4,20,信息技术,计算机软件
'300386,飞天诚信,深圳交易所,创业板,20140626,19.25,信息技术-计算机硬件-专用计算机设备,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2014,6,26,信息技术,计算机硬件
'688222,成都先导,上海交易所,科创板,20200416,17.05,医药生物-医药商业-医药商业,科学研究和技术服务业-研究和试验发展,False,2020,4,16,医药生物,医药商业
'688336,三生国健,上海交易所,科创板,20200722,60.7,医药生物-生物医药-生物医药,制造业-医药制造业,False,2020,7,22,医药生物,生物医药
'688799,DR华纳药,上海交易所,科创板,20210713,41.05,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2021,7,13,医药生物,化学制药
'300643,万通智控,深圳交易所,创业板,20170505,23.49,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2017,5,5,交运设备,汽车
'300478,杭州高新,深圳交易所,创业板,20150610,14.84,有色金属-金属非金属新材料-非金属新材料,制造业-橡胶和塑料制品业,False,2015,6,10,有色金属,金属非金属新材料
'300180,华峰超纤,深圳交易所,创业板,20110222,7.9,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业,False,2011,2,22,基础化工,化学制品
'300900,广联航空,深圳交易所,创业板,20201029,23.57,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2020,10,29,国防与装备,航空航天装备
'688356,键凯科技,上海交易所,科创板,20200826,78.0,医药生物-化学制药-化学辅料药,制造业-化学原料和化学制品制造业,False,2020,8,26,医药生物,化学制药
'300950,德固特,深圳交易所,创业板,20210303,19.38,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2021,3,3,机械设备,专用设备
'688201,信安世纪,上海交易所,科创板,20210421,10.05,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,4,21,信息技术,计算机软件
'832566,梓橦宫,北京交易所,北交所,20210813,13.45,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2021,8,13,医药生物,化学制药
'301366,一博科技,深圳交易所,创业板,20220926,47.72,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,False,2022,9,26,电子设备,电子器件
'688202,美迪西,上海交易所,科创板,20191105,33.33,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展,False,2019,11,5,医药生物,生物医药
'000826,启迪环境,深圳交易所,主板,19980225,2.28,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业,False,1998,2,25,公用事业,环保
'000903,云内动力,深圳交易所,主板,19990415,5.56,交运设备-汽车-汽车零部件,制造业-通用设备制造业,False,1999,4,15,交运设备,汽车
'002055,得润电子,深圳交易所,主板,20060725,6.33,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2006,7,25,电子设备,电子设备制造
'600869,远东股份,上海交易所,主板,19950206,5.24,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业,False,1995,2,6,电气设备,输变电设备
'000890,法尔胜,深圳交易所,主板,19990119,4.15,机械设备-金属制品-金属制品,制造业-金属制品业,False,1999,1,19,机械设备,金属制品
'600212,绿能慧充,上海交易所,主板,19990817,7.87,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业,False,1999,8,17,电气设备,电源设备
'603333,尚纬股份,上海交易所,主板,20120507,9.96,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业,False,2012,5,7,电气设备,输变电设备
'002104,恒宝股份,深圳交易所,主板,20070110,8.1,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业,False,2007,1,10,信息技术,通信设备
'605366,宏柏新材,上海交易所,主板,20200812,6.46,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2020,8,12,基础化工,化学制品
'605388,均瑶健康,上海交易所,主板,20200818,9.31,食品饮料-食品-乳制品,制造业-酒、饮料和精制茶制造业,False,2020,8,18,食品饮料,食品
'600676,交运股份,上海交易所,主板,19930928,4.82,交通运输-物流-物流,交通运输、仓储和邮政业-道路运输业,False,1993,9,28,交通运输,物流
'002383,合众思壮,深圳交易所,主板,20100402,9.97,信息技术-卫星应用-卫星应用,制造业-计算机、通信和其他电子设备制造业,False,2010,4,2,信息技术,卫星应用
'603065,宿迁联盛,上海交易所,主板,20230321,10.3,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,2023,3,21,基础化工,化学原料
'603256,宏和科技,上海交易所,主板,20190719,10.74,基础化工-合成纤维及树脂-玻纤,制造业-非金属矿物制品业,False,2019,7,19,基础化工,合成纤维及树脂
'600551,时代出版,上海交易所,主板,20020905,8.88,文化传媒-平面媒体-平面媒体,文化、体育和娱乐业-新闻和出版业,False,2002,9,5,文化传媒,平面媒体
'002973,侨银股份,深圳交易所,主板,20200106,14.8,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业,False,2020,1,6,公用事业,环保
'000555,神州信息,深圳交易所,主板,19940408,12.06,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,1994,4,8,信息技术,计算机软件
'002987,京北方,深圳交易所,主板,20200507,13.71,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2020,5,7,互联网,互联网服务
'002537,海联金汇,深圳交易所,主板,20110110,7.57,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2011,1,10,交运设备,汽车
'001208,华菱线缆,深圳交易所,主板,20210624,11.63,未找到,未找到,True,2021,6,24,未找到,
'600476,湘邮科技,上海交易所,主板,20031210,20.41,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2003,12,10,信息技术,计算机软件
'603066,音飞储存,上海交易所,主板,20150611,13.06,机械设备-专用设备-其他专用机械,交通运输、仓储和邮政业-装卸搬运和仓储业,False,2015,6,11,机械设备,专用设备
'603390,通达电气,上海交易所,主板,20191125,17.56,交运设备-汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,False,2019,11,25,交运设备,汽车
'002317,众生药业,深圳交易所,主板,20091211,13.61,医药生物-中药生产-中药生产,制造业-医药制造业,False,2009,12,11,医药生物,中药生产
'603006,联明股份,上海交易所,主板,20140630,14.93,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2014,6,30,交运设备,汽车
'000539,粤电力Ａ,深圳交易所,主板,19931126,5.27,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,1993,11,26,公用事业,电力
'002609,捷顺科技,深圳交易所,主板,20110815,10.87,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2011,8,15,信息技术,计算机软件
'002735,王子新材,深圳交易所,主板,20141203,21.85,轻工制造-造纸印刷-包装印刷,制造业-橡胶和塑料制品业,False,2014,12,3,轻工制造,造纸印刷
'603693,江苏新能,上海交易所,主板,20180703,16.8,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,2018,7,3,公用事业,电力
'600990,四创电子,上海交易所,主板,20040510,29.1,国防与装备-地面装备-地面装备,制造业-计算机、通信和其他电子设备制造业,False,2004,5,10,国防与装备,地面装备
'002576,通达动力,深圳交易所,主板,20110428,18.12,电气设备-电机-电机,制造业-电气机械和器材制造业,False,2011,4,28,电气设备,电机
'603681,永冠新材,上海交易所,主板,20190326,18.45,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业,False,2019,3,26,基础化工,化学制品
'002232,启明信息,深圳交易所,主板,20080509,19.11,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2008,5,9,信息技术,计算机软件
'603089,正裕工业,上海交易所,主板,20170126,13.29,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2017,1,26,交运设备,汽车
'002861,瀛通通讯,深圳交易所,主板,20170413,15.49,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业,False,2017,4,13,电子设备,消费电子设备
'002366,融发核电,深圳交易所,主板,20100312,8.24,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2010,3,12,机械设备,专用设备
'600650,锦江在线,上海交易所,主板,19930607,17.25,交通运输-公路铁路-公交,交通运输、仓储和邮政业-道路运输业,False,1993,6,7,交通运输,公路铁路
'002995,天地在线,深圳交易所,主板,20200805,19.45,互联网-互联网服务-其他互联网服务,租赁和商务服务业-商务服务业,False,2020,8,5,互联网,互联网服务
'002778,中晟高科,深圳交易所,主板,20160106,19.89,公用事业-环保-环保,制造业-石油、煤炭及其他燃料加工业,False,2016,1,6,公用事业,环保
'603518,锦泓集团,上海交易所,主板,20141203,10.99,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业,False,2014,12,3,纺织服装,服装家纺
'001277,速达股份,深圳交易所,主板,20240903,41.66,机械设备-专用设备-其他专用机械,制造业-金属制品、机械和设备修理业,False,2024,9,3,机械设备,专用设备
'600571,信雅达,上海交易所,主板,20021101,16.05,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2002,11,1,信息技术,计算机软件
'600081,东风科技,上海交易所,主板,19970703,16.6,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,1997,7,3,交运设备,汽车
'603194,中力股份,上海交易所,主板,20241224,37.49,机械设备-通用设备-起重运输设备,制造业-通用设备制造业,False,2024,12,24,机械设备,通用设备
'002907,华森制药,深圳交易所,主板,20171020,18.8,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2017,10,20,医药生物,化学制药
'603056,德邦股份,上海交易所,主板,20180116,18.91,交通运输-物流-物流,交通运输、仓储和邮政业-邮政业,False,2018,1,16,交通运输,物流
'002393,力生制药,深圳交易所,主板,20100423,19.46,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2010,4,23,医药生物,化学制药
'603797,联泰环保,上海交易所,主板,20170413,4.73,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2017,4,13,公用事业,环保
'603701,德宏股份,上海交易所,主板,20160412,19.14,交运设备-汽车-汽车零部件,制造业-电气机械和器材制造业,False,2016,4,12,交运设备,汽车
'603169,兰石重装,上海交易所,主板,20141009,9.13,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2014,10,9,机械设备,专用设备
'603123,翠微股份,上海交易所,主板,20120503,10.23,金融-非银行金融-其他非银行金融,批发和零售业-零售业,False,2012,5,3,金融,非银行金融
'600686,金龙汽车,上海交易所,主板,19931108,14.85,交运设备-汽车-商用车,制造业-汽车制造业,False,1993,11,8,交运设备,汽车
'600678,四川金顶,上海交易所,主板,19931008,9.35,建材-其他建材-其他建材,制造业-非金属矿物制品业,False,1993,10,8,建材,其他建材
'600446,金证股份,上海交易所,主板,20031224,16.17,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2003,12,24,信息技术,计算机软件
'002968,新大正,深圳交易所,主板,20191203,10.78,房地产-房地产服务-房地产服务,房地产业-房地产业,False,2019,12,3,房地产,房地产服务
'002920,德赛西威,深圳交易所,主板,20171226,115.61,交运设备-汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,False,2017,12,26,交运设备,汽车
'002657,中科金财,深圳交易所,主板,20120228,21.01,互联网-互联网金融-其他互联网金融,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,2,28,互联网,互联网金融
'002250,联化科技,深圳交易所,主板,20080619,8.36,基础化工-化肥农药-农药,制造业-化学原料和化学制品制造业,False,2008,6,19,基础化工,化肥农药
'002094,青岛金王,深圳交易所,主板,20061215,9.79,基础化工-化学制品-日用化学品,制造业-化学原料和化学制品制造业,False,2006,12,15,基础化工,化学制品
'000037,深南电A,深圳交易所,主板,19940701,9.46,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,1994,7,1,公用事业,电力
'603076,XD乐惠国,上海交易所,主板,20171113,32.9,机械设备-专用设备-其他专用机械,制造业-专用设备制造业,False,2017,11,13,机械设备,专用设备
'002869,金溢科技,深圳交易所,主板,20170515,25.86,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2017,5,15,电子设备,电子设备制造
'603011,合锻智能,上海交易所,主板,20141107,19.59,机械设备-通用设备-机床设备,制造业-通用设备制造业,False,2014,11,7,机械设备,通用设备
'603686,福龙马,上海交易所,主板,20150126,16.18,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业,False,2015,1,26,公用事业,环保
'600391,航发科技,上海交易所,主板,20011212,25.1,国防与装备-航空航天装备-航天装备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2001,12,12,国防与装备,航空航天装备
'603127,昭衍新药,上海交易所,主板,20170825,18.17,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展,False,2017,8,25,医药生物,医疗服务
'600006,东风股份,上海交易所,主板,19990727,8.92,交运设备-汽车-商用车,制造业-汽车制造业,False,1999,7,27,交运设备,汽车
'001230,劲旅环境,深圳交易所,主板,20220715,25.55,公用事业-环保-环保,水利、环境和公共设施管理业-公共设施管理业,False,2022,7,15,公用事业,环保
'301148,嘉戎技术,深圳交易所,创业板,20220421,22.8,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业,False,2022,4,21,公用事业,环保
'002955,鸿合科技,深圳交易所,主板,20190523,26.44,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,False,2019,5,23,电子设备,电子元件
'605005,合兴股份,上海交易所,主板,20210119,19.5,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2021,1,19,交运设备,汽车
'002229,鸿博股份,深圳交易所,主板,20080508,19.17,轻工制造-造纸印刷-包装印刷,制造业-印刷和记录媒介复制业,False,2008,5,8,轻工制造,造纸印刷
'002471,中超控股,深圳交易所,主板,20100910,6.06,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业,False,2010,9,10,电气设备,输变电设备
'002878,元隆雅图,深圳交易所,主板,20170606,17.41,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业,False,2017,6,6,文化传媒,营销服务
'600834,申通地铁,上海交易所,主板,19940224,8.93,交通运输-公路铁路-公交,交通运输、仓储和邮政业-道路运输业,False,1994,2,24,交通运输,公路铁路
'603918,金桥信息,上海交易所,主板,20150528,17.42,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2015,5,28,信息技术,计算机软件
'002015,协鑫能科,深圳交易所,主板,20040708,8.05,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业,False,2004,7,8,公用事业,电力
'601086,国芳集团,上海交易所,主板,20170929,15.77,商贸零售-零售-百货,批发和零售业-零售业,False,2017,9,29,商贸零售,零售
'002355,兴民智通,深圳交易所,主板,20100209,7.61,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2010,2,9,交运设备,汽车
'002743,富煌钢构,深圳交易所,主板,20150217,7.5,建筑-钢结构-钢结构,制造业-金属制品业,False,2015,2,17,建筑,钢结构
'002418,康盛股份,深圳交易所,主板,20100601,3.64,机械设备-专用设备-其他专用机械,制造业-通用设备制造业,False,2010,6,1,机械设备,专用设备
'002448,中原内配,深圳交易所,主板,20100716,8.83,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2010,7,16,交运设备,汽车
'603030,全筑股份,上海交易所,主板,20150320,2.76,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,False,2015,3,20,建筑,装修装饰
'000545,金浦钛业,深圳交易所,主板,19931215,2.76,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业,False,1993,12,15,基础化工,化学原料
'002224,三 力 士,深圳交易所,主板,20080425,4.97,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业,False,2008,4,25,基础化工,橡胶制品
'300449,汉邦高科,深圳交易所,创业板,20150422,9.06,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2015,4,22,信息技术,计算机硬件
'002177,御银股份,深圳交易所,主板,20071101,5.76,信息技术-计算机硬件-专用计算机设备,制造业-专用设备制造业,False,2007,11,1,信息技术,计算机硬件
'600666,奥瑞德,上海交易所,主板,19930712,2.67,有色金属-金属非金属新材料-非金属新材料,制造业-非金属矿物制品业,False,1993,7,12,有色金属,金属非金属新材料
'300177,中海达,深圳交易所,创业板,20110215,11.02,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,False,2011,2,15,信息技术,计算机硬件
'301091,深城交,深圳交易所,创业板,20211029,37.49,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,False,2021,10,29,休闲、生活及专业服务,专业服务
'688244,永信至诚,上海交易所,科创板,20221019,39.86,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2022,10,19,信息技术,计算机软件
'301228,实朴检测,深圳交易所,创业板,20220128,28.33,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,False,2022,1,28,休闲、生活及专业服务,专业服务
'000981,山子高科,深圳交易所,主板,20000622,2.24,交运设备-汽车-汽车零部件,制造业-汽车制造业,False,2000,6,22,交运设备,汽车
'300771,智莱科技,深圳交易所,创业板,20190422,14.9,电子设备-电子设备制造-电子设备制造,制造业-专用设备制造业,False,2019,4,22,电子设备,电子设备制造
'300348,长亮科技,深圳交易所,创业板,20120817,13.57,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,8,17,信息技术,计算机软件
'300844,山水比德,深圳交易所,创业板,20210813,46.3,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业,False,2021,8,13,休闲、生活及专业服务,专业服务
'688192,迪哲医药-U,上海交易所,科创板,20211210,61.0,医药生物-生物医药-生物医药,制造业-医药制造业,False,2021,12,10,医药生物,生物医药
'301178,天亿马,深圳交易所,创业板,20211112,44.25,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,11,12,信息技术,计算机软件
'300941,创识科技,深圳交易所,创业板,20210209,24.2,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2021,2,9,信息技术,计算机软件
'301322,绿通科技,深圳交易所,创业板,20230306,28.37,交运设备-其他交运设备-其他交运设备,制造业-铁路、船舶、航空航天和其他运输设备制造业,False,2023,3,6,交运设备,其他交运设备
'688326,经纬恒润-W,上海交易所,科创板,20220419,102.1,交运设备-汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,False,2022,4,19,交运设备,汽车
'002019,亿帆医药,深圳交易所,主板,20040713,13.25,医药生物-生物医药-生物医药,制造业-医药制造业,False,2004,7,13,医药生物,生物医药
'837344,三元基因,北京交易所,北交所,20210108,23.77,医药生物-生物医药-生物医药,制造业-医药制造业,False,2021,1,8,医药生物,生物医药
'688288,鸿泉物联,上海交易所,科创板,20191106,32.28,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2019,11,6,电子设备,电子设备制造
'301428,世纪恒通,深圳交易所,创业板,20230519,38.38,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务,False,2023,5,19,互联网,互联网服务
'688373,盟科药业-U,上海交易所,科创板,20220805,6.15,医药生物-生物医药-生物医药,制造业-医药制造业,False,2022,8,5,医药生物,生物医药
'688068,热景生物,上海交易所,科创板,20190930,121.7,医药生物-医疗器械-医疗器械,制造业-医药制造业,False,2019,9,30,医药生物,医疗器械
'300311,任子行,深圳交易所,创业板,20120425,6.58,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,4,25,信息技术,计算机软件
'300485,赛升药业,深圳交易所,创业板,20150626,10.2,医药生物-化学制药-化学制剂,制造业-医药制造业,False,2015,6,26,医药生物,化学制药
'300333,兆日科技,深圳交易所,创业板,20120628,12.4,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,False,2012,6,28,信息技术,计算机软件
'300046,台基股份,深圳交易所,创业板,20100120,32.52,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业,False,2010,1,20,电子设备,半导体
'300940,南极光,深圳交易所,创业板,20210203,18.47,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,False,2021,2,3,电子设备,电子设备制造
'300497,富祥药业,深圳交易所,创业板,20151222,9.83,医药生物-化学制药-化学原料药,制造业-医药制造业,False,2015,12,22,医药生物,化学制药
