股票代码,东财行业,证监会行业
002460,有色金属-稀有金属-锂,制造业-有色金属冶炼和压延加工业
300722,国防与装备-航空航天装备-航天装备,制造业-其他制造业
300876,基础化工-合成纤维及树脂-其他纤维,制造业-化学纤维制造业
000862,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000590,医药生物-中药生产-中药生产,制造业-医药制造业
603908,纺织服装-纺织-其他纺织,制造业-纺织业
002958,金融-银行-股份制与城商行,金融业-货币金融服务
000407,公用事业-燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业
002041,农林牧渔-农业-种子,农、林、牧、渔业-农、林、牧、渔专业及辅助性活动
601988,金融-银行-国有银行,金融业-货币金融服务
605305,机械设备-通用设备-其他通用机械,制造业-专用设备制造业
600400,纺织服装-服装家纺-服装,制造业-纺织服装、服饰业
002736,金融-非银行金融-证券,金融业-资本市场服务
603353,化石能源-石油天然气-石油天然气贸易,批发和零售业-零售业
603358,交运设备-汽车-汽车零部件,制造业-汽车制造业
000029,房地产-房地产开发-房地产开发,房地产业-房地产业
002971,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
600545,机械设备-专用设备-纺织服装机械,制造业-专用设备制造业
603709,轻工制造-家具-家具制造,制造业-家具制造业
603960,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
002759,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
601966,基础化工-橡胶制品-轮胎,制造业-橡胶和塑料制品业
002591,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
300041,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
688363,医药生物-生物医药-生物医药,制造业-化学原料和化学制品制造业
000610,休闲、生活及专业服务-休闲服务-旅游服务,租赁和商务服务业-商务服务业
000417,商贸零售-零售-百货,批发和零售业-零售业
300142,医药生物-生物医药-生物医药,制造业-医药制造业
000068,商贸零售-贸易-贸易,批发和零售业-批发业
301122,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
301288,机械设备-专用设备-环保设备,制造业-专用设备制造业
002193,纺织服装-纺织-毛纺,制造业-纺织服装、服饰业
688553,医药生物-化学制药-化学制剂,制造业-医药制造业
002568,食品饮料-饮料-其他酒类,制造业-酒、饮料和精制茶制造业
600855,信息技术-计算机硬件-专用计算机设备,制造业-专用设备制造业
600076,农林牧渔-林业-木材加工,制造业-木材加工和木、竹、藤、棕、草制品业
603155,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
001216,建材-陶瓷-陶瓷,制造业-非金属矿物制品业
002930,交通运输-物流-物流,交通运输、仓储和邮政业-装卸搬运和仓储业
000955,纺织服装-纺织-其他纺织,制造业-纺织业
000692,公用事业-电力-热电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
300206,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
301292,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
600455,信息技术-计算机软件-其他软件服务,教育-教育
603266,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
002858,文化传媒-体育-赛事运营与传播,文化、体育和娱乐业-体育
300410,机械设备-通用设备-仪器仪表,制造业-专用设备制造业
300483,化石能源-石油天然气-石油天然气开采,采矿业-石油和天然气开采业
300155,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
002321,农林牧渔-畜牧业-养殖,农、林、牧、渔业-畜牧业
002806,交运设备-汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业
688778,有色金属-金属非金属新材料-电池材料,制造业-计算机、通信和其他电子设备制造业
301301,医药生物-生物医药-生物医药,制造业-医药制造业
688098,农林牧渔-畜牧业-动物用药,制造业-医药制造业
300463,医药生物-生物医药-生物医药,制造业-医药制造业
001268,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
605089,食品饮料-食品-食品综合,制造业-农副食品加工业
600643,金融-非银行金融-其他非银行金融,金融业-其他金融业
002963,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
002822,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
920682,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
603259,医药生物-医疗服务-医疗服务,科学研究和技术服务业-研究和试验发展
600789,医药生物-化学制药-化学制剂,制造业-医药制造业
603307,纺织服装-纺织-其他纺织,制造业-纺织业
300571,信息技术-通信运营-通信运营,制造业-计算机、通信和其他电子设备制造业
600822,交运设备-汽车-汽车销售,批发和零售业-批发业
301520,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展
300037,基础化工-化学制品-其他化学制品,制造业-计算机、通信和其他电子设备制造业
002901,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
873726,电子设备-电子设备制造-电子设备制造,制造业-专用设备制造业
300851,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
002674,纺织服装-服装家纺-服饰辅料,制造业-皮革、毛皮、羽毛及其制品和制鞋业
603395,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
600239,房地产-房地产服务-房地产服务,房地产业-房地产业
002081,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
003027,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
002275,医药生物-中药生产-中药生产,制造业-医药制造业
301150,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
603222,医药生物-化学制药-化学原料药,制造业-专用设备制造业
603818,轻工制造-家具-家具制造,制造业-家具制造业
300078,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
300112,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
300614,公用事业-电力-其他发电,水利、环境和公共设施管理业-生态保护和环境治理业
300535,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
002022,医药生物-生物医药-生物医药,制造业-医药制造业
002030,医药生物-生物医药-生物医药,制造业-医药制造业
000632,综合-综合-综合,批发和零售业-批发业
603589,食品饮料-饮料-白酒,制造业-酒、饮料和精制茶制造业
603053,公用事业-燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业
870299,电气设备-输变电设备-电气仪表,制造业-仪器仪表制造业
002737,医药生物-中药生产-中药生产,制造业-医药制造业
300350,交通运输-物流-物流,信息传输、软件和信息技术服务业-软件和信息技术服务业
688006,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
600101,公用事业-电力-水电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000686,金融-非银行金融-证券,金融业-资本市场服务
001378,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
833873,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-专业技术服务业
600235,轻工制造-造纸印刷-造纸,制造业-造纸和纸制品业
600020,交通运输-公路铁路-高速公路,交通运输、仓储和邮政业-道路运输业
300365,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
603062,基础化工-化学制品-涂料涂漆,制造业-化学原料和化学制品制造业
300027,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
600973,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
300523,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
601107,交通运输-公路铁路-高速公路,交通运输、仓储和邮政业-道路运输业
603869,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
600352,基础化工-化学制品-印染化学品,制造业-化学原料和化学制品制造业
603098,建筑-装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业
605006,基础化工-合成纤维及树脂-玻纤,制造业-非金属矿物制品业
600664,医药生物-化学制药-化学制剂,制造业-医药制造业
301024,休闲、生活及专业服务-专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业
300385,机械设备-专用设备-环保设备,制造业-专用设备制造业
002571,轻工制造-其他轻工-其他轻工,制造业-非金属矿物制品业
300003,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
300030,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
002775,建筑-建筑施工-园林工程,建筑业-土木工程建筑业
000423,医药生物-中药生产-中药生产,制造业-医药制造业
