industry_code,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
制造业 (C),0.008401769174604966,0.02614538705942925,0.0,0.0,0.01494077013912989,,0.02664084552737837,10.98119951926001,6.61400362829579e-07,0.13268339158372217
建筑业 (E),,,,,,0.0,0.0,,,
